"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"8",-127.72,-57.452,-23.531,-101.13,34.473,-13.801,4.4772,-32.718,-2.0073,-10.554,0.18205,17.742,1.8634,-4.3461,-32.56,-58.864,-14.413,-29.398,-51.7,2.95,-49.222,-38.853,-1.4892,21.088,-23.169,16.503,29.764,37.199,49.608,8.3778
"12",-137.06,-16,-24.087,-5.9182,-5.4376,-20.952,8.6415,-14.836,-51.599,13.55,-10.847,-12.332,-5.4417,2.4665,-11.644,-26.293,-25.028,-2.037,3.1242,-6.2813,-39.943,-1.5076,23.439,30.724,23.8,-9.3579,12.683,19.024,14.67,9.1198
"20",-134.77,18.261,-22.711,1.0146,-22.241,-56.366,24.545,-25.225,9.6704,23.463,-26.253,-24.349,0.92064,-6.1169,2.8953,-12.571,-20.137,-15.293,-10.869,5.7388,-44.74,-14.436,19.368,2.5579,11.535,2.3311,-15.309,3.4408,19.862,3.3341
"28",-82.357,14.519,-68.169,-50.587,-21.419,-33.862,8.6567,-34.861,26.611,-1.4743,-3.7997,-6.2278,23.476,29.585,-28.322,5.6393,-8.4785,-15.558,-13.46,-14.071,-10.242,-10.708,9.198,14.936,16.949,15.275,-21.714,-4.6603,18.913,-10.05
"35",-75.985,-0.58582,-71.976,-31.735,-27.79,-10.846,-5.1356,-20.871,6.2258,-25.658,19.968,-6.6586,9.0211,21.167,-27.655,9.1157,3.5671,3.4817,-12.543,-18.34,-13.061,-10.095,-3.5867,-1.6879,21.297,-0.23289,-9.2872,4.1542,16.962,-0.66387
"36",-99.133,-16.103,-70.893,-45.008,-29.135,-28.674,12.216,-20.975,26.498,-13.571,3.8948,2.682,9.94,13.006,-34.492,-5.237,3.5614,0.99545,-19.209,-17.152,-23.354,-25.52,-6.8519,6.1201,17.608,-0.15455,-6.0368,7.7021,23.418,-15.129
"39",-106.78,23.614,-65.737,-33.114,-39.134,-28.157,9.0687,-45.723,41.236,-4.0366,-24.29,-28.808,0.70474,0.38245,-16.967,-13.047,-24.125,-25.052,-6.0344,-7.5161,-15.985,-20.958,3.87,6.7709,5.1011,-4.9744,-14.187,13.298,3.3778,-16.049
"43",-103.87,-5.3453,-67.132,-32.169,-20.165,-19.373,-2.7379,-25.924,13.825,-20.83,16.522,2.0058,11.154,27.576,-36.205,2.4401,-1.7183,6.9775,-10.791,-7.9163,-20.166,-17.584,-7.4185,3.4599,21.655,-1.31,-20.392,-4.8481,22.428,-10.709
"55",-131.39,-49.749,-6.2859,27.263,-18.199,0.89267,-6.9749,-12.711,-26.877,16.787,22.943,-1.0861,-8.7643,18.626,-33.838,10.272,-20.959,-16.841,-14.503,-29.566,-20.084,-9.7452,29.768,19.461,18.248,-22.969,5.8124,9.9482,7.4623,6.4133
"56",-103.88,-16.656,-38.686,4.7908,-26.111,-16.901,1.0381,-19.307,-4.4513,4.0821,10.623,3.0378,-0.37245,22.119,-18.3,6.0033,-5.3417,2.1949,-0.26869,-29.359,-36.128,-4.1081,4.9324,-6.5544,32.157,-9.8815,-14.457,12.729,16.473,-8.2219
"59",-103.38,-0.022805,-74.494,-52.272,-31.924,-18.009,4.6097,-20.6,-1.9417,-11.249,31.016,8.8862,16.325,12.006,-43.286,-12.028,1.4775,11.438,-27.347,-14.348,-4.6552,-25.075,11.623,8.5337,7.9318,3.7614,7.2965,2.6938,6.1631,8.3196
"66",-173.69,-90.354,29.431,-10.649,16.305,-4.1342,18.492,-6.9261,-25.529,21.482,27.202,7.604,-17.071,16.567,-21.281,4.8221,-12.063,-4.328,-24.568,-0.81822,-15.623,14.22,6.085,31.384,18.386,-33.863,21.684,-15.158,2.8701,-7.8518
"67",-180.2,-61.222,19.531,11.284,35.747,-38.153,16.06,-33.323,9.3464,-12.983,-14.717,7.5861,22.68,6.2763,-9.5773,-9.4755,-27.084,-36.66,-22.984,-1.1424,-43.624,12.322,-0.70698,4.1392,16.686,3.8392,19.329,-5.4384,11.799,17.448
"72",-157.29,-27.131,-55.731,-51.975,-41.231,-44.176,21.398,-25.636,6.2399,3.1213,20.664,3.0765,12.529,2.0716,-31.264,-1.302,-20.159,9.5483,-12.996,-16.243,-32.377,-22.139,25.844,4.1031,28.071,1.5091,13.595,0.49329,23.037,3.7678
"80",-174.86,-38.558,2.1587,27.715,-20.903,-31.089,-0.94268,-14.132,-26.847,-20.751,-11.268,16.128,-20.415,18.605,-15.105,-20.219,-2.6989,-14.027,-37.457,-42.562,-24.053,0.88939,1.3896,-14.662,4.0895,0.29255,11.32,13.723,25.671,9.2452
"86",-163.41,-72.245,46.262,27.457,-10.611,-21.385,10.994,28.412,-32.816,-4.0964,43.293,12.938,-45.165,23.741,-43.617,-2.3429,8.4785,-22.961,-23.704,-31.73,-15.639,-3.0334,26.847,2.8541,12.892,-1.8463,9.7232,-6.7288,26.791,18.873
"88",-131.35,-11.964,-56.863,-25.676,-29.724,-16.275,3.9331,-8.1845,5.6525,-1.0028,17.671,0.0024775,3.0507,27.372,-33.623,-3.1546,-8.2656,8.5861,-3.8987,-13.331,-38.24,-12.34,11.14,21.498,33.437,-8.7305,0.4286,-0.50248,20.024,-7.9024
"92",-58.96,-16.069,-25.38,-9.6138,-5.2252,3.9045,7.4839,-1.5706,-18.351,31.381,31.309,1.1641,-0.82554,26.075,-26.82,12.437,-17.857,-9.2462,5.3802,-34.341,-25.381,-3.7744,20.32,-1.0793,17.104,-12.197,-8.5628,8.3868,22.258,-0.60998
"97",-46.694,-21.999,-45.659,-0.82183,-18.523,-4.5724,-12.025,-11.496,-8.4835,21.079,24.68,13.964,15.606,5.4139,-31.535,18.491,-19.296,-5.5017,-7.0297,-37.245,-12.603,-7.4988,25.963,-3.7721,1.7422,-4.5262,-9.2185,16.581,-0.95528,0.47281
"99",-77.907,1.9704,-48.175,-24.305,-11.916,-7.3567,2.163,-26.277,-29.558,-4.0812,18.121,43.094,1.9457,10.952,-43.803,0.28307,-6.9318,0.52086,-23.049,-32.947,-25.33,-18.493,13.184,8.9297,-1.1141,-17.881,4.8483,7.1946,7.0614,0.16331
"100",-82.883,-2.0203,-54.968,-43.392,-14.528,-19.96,21.22,-35.187,48.736,-7.3658,-3.2088,4.7498,32.381,56.168,-24.528,2.2667,-26.789,-26.822,-40.749,-12.743,-6.6726,-4.8601,7.6231,-9.5141,33.521,-0.36107,-12.447,-17.987,38.093,1.0993
"105",-96.795,13.548,-8.0478,-3.2222,-16.631,-55.315,32.277,-34.605,39.398,18.111,1.6391,6.2961,-9.1308,5.6619,-28.42,-17.854,-21.132,-5.4187,-2.8603,-28,-35.563,6.3473,2.4711,-5.9682,0.13579,-8.7748,-13.147,13.652,-1.3693,13.574
"112",-103.86,-7.7934,-1.9062,-9.6971,1.4814,-37.142,24.719,-31.047,-40.471,32.266,-12.339,3.6439,-9.0808,7.4663,-26.807,-5.3173,-17.734,-8.0359,5.5262,-20.878,-24.813,6.0762,26.653,-3.7302,16.488,-20.326,-10.882,4.7231,12.776,-5.103
"118",-86,-1.4179,-39.765,-49.265,-8.5097,-23.324,13.105,-40.164,-6.3281,2.1002,-3.9681,8.1737,24.404,23.332,-29.318,-10.144,-34.822,-36.418,-21.648,-10.924,-24.676,-10.708,32.435,17.283,14.317,-4.3902,-14.02,-9.9632,-6.7769,7.3587
"130",-23.003,6.9526,16.904,25.105,-30.992,-24.084,11.478,-12.036,63.682,25.008,13.416,-15.223,-7.6663,29.102,-39.705,-4.1275,-21.625,-30.851,-16.754,-35.712,-35.053,-33.246,19.542,4.5678,10.885,-13.607,-21.603,6.5639,22.317,-11.957
