"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",0.75325,0.65819,0.42557,-1.4995,-3.235,-3.148,-3.3361,-3.7404,-5.5376,-8.2783,1.8373,24.906,31.166,9.5207,3.8164,1.4651,0.21387,-0.88378,-0.83881,-0.4286,-0.088191,1.1133,-5.2474,-10.619,-9.8046,-8.628,-8.5241,-9.3398,-7.8338,-7.7165,-6.7741,-6.3705,-10.775,-12.158,-11.931,10.752,26.23,25.89,9.8713,-1.2637,-7.0306,-6.8347,-5.2973,-3.7566,-1.4887,-0.30216,0.90276,0.71123,6.7616,12.358,12.76,13.053,11.875,4.4937,-6.5141,-12.119,-11.238,-2.3197,5.6102,7.0338,3.2873,2.2875,4.373,2.8396,4.1183,10.575,3.6748,-2.2348,0.98593,3.2549,2.5169,2.0237,3.7356,5.7734,6.0414,2.0177,-3.9767,-12.093,-13.789,-6.1908,1.4622,3.0894,1.3175,-2.7809,-6.5578,-7.7222,-8.0582,-7.8191,-1.6676,5.9691,9.542,13.52,11.884,5.9547,-0.23753,-6.6599,-10.244,-12.041,-10.808,-9.7205,1.5014,1.4061,0.8949,0.6231,0.731,0.95259,1.624,3.2583,3.7599,9.4102,-21.779,-38.456,-27.887,-13.827,-14.518,-15.035,-15.203,-15.154,-14.16,-12.616,-11.888,-11.334,-7.7429,-2.3698,1.0487,-0.18359,-1.6859,1.1669,8.4913,13.034,8.1833,0.78963,-0.24839,1.398,6.2941,3.2847,-17.367,-17.209,9.6169,18.083,20.233,21.363,16.188,8.5833,6.6192,4.5204,1.3566,-0.77849,-1.3737,-1.099,-1.8681,-5.0027,-5.7488,9.5971,19.847,23.982,24.058,17.252,9.6486,7.5876,12.626,13.761,9.5285,5.5996,-2.6286,-3.9006,4.883,10.03,10.468,8.594,6.7203,8.5756,13.554,16.98,13.258,2.7892,-0.81972,1.5182,2.9094,-0.24857,-6.7515,-9.1747,-9.4489,-7.9983,-2.3207,2.0092,5.6017,6.9954,-8.4981,-13.12,-13.399,-16.285,-19.272,-15.878,-12.111,-14.765,-10.723,0.46885,12.726,17.18
"2",-5.8138,-5.9088,-5.8701,-5.6768,-5.6181,-4.6511,-3.7994,-4.3127,-4.637,-6.0881,-9.0448,15.544,33.337,9.1493,0.26905,-2.0996,-1.7352,-0.78883,-0.44575,-1.732,-3.4488,-3.7137,-2.9995,-2.4996,-6.3332,-9.7831,-10.399,-9.3634,-7.1621,-6.6559,-8.5378,-13.766,-16.749,-17.885,-20.263,-16.757,-1.0786,7.7563,-0.70932,-11.647,-11.484,-7.5505,-3.722,-1.3991,0.91711,4.0356,6.0751,6.3285,10.842,15.457,16.294,16.351,16.995,14.772,5.1773,-9.5215,-17.081,-1.5478,7.7498,15.306,13.331,1.3214,4.7233,9.6048,12.731,14.609,13.366,6.1739,-3.8644,-2.9569,-0.94018,2.5354,5.6402,6.3573,2.7199,2.686,6.1937,-3.0291,-15.835,-17.749,-10.124,-4.2934,-5.225,-6.4456,-6.3251,-6.5031,-6.5924,-5.6613,-7.1826,-0.27515,16.63,8.9568,-9.8854,-15.512,-10.001,-4.9903,-6.1525,-6.511,-7.0944,-7.6184,-5.1001,-5.1954,-4.2746,-2.1003,-0.88625,1.6344,4.883,4.1508,3.3313,9.9733,-24.509,-44.096,-30.436,-15.949,-16.216,-16.675,-17.909,-19.637,-20.778,-19.578,-16.362,-13.128,-10.527,-7.9512,-0.83987,5.5182,5.9315,9.0484,14.592,7.9639,-2.306,-3.4674,-2.2112,0.30177,3.8401,6.847,5.0915,5.1066,11.059,14.408,14.959,15.762,16.362,16.317,14.843,11.486,8.0899,7.0377,9.4068,10.842,2.9567,-8.7212,-12.664,-9.5201,19.183,41.543,37.932,21.415,13.404,6.3575,10.57,25.956,18.6,-0.39459,4.8711,16.036,23.262,21.931,17.961,21.245,19.368,13.553,6.9728,2.4097,-2.9337,-11.518,-14.266,-12.337,-9.2045,-7.953,-5.7154,-2.2598,-3.5489,-1.195,-0.42385,-2.3406,-4.9391,-4.5283,-15.951,-21.051,-18.017,-18.088,-15.258,-13.6,-10.209,-1.9761,0.17649,1.8823,1.977,1.0708
"3",-0.98985,-1.0849,-0.6826,-0.43676,-1.143,-1.6045,-1.8053,-5.163,-4.5914,0.82576,7.6247,12.723,15.121,9.5459,1.5549,-1.8437,-3.3406,-4.0357,-4.1937,-8.1876,-11.423,-9.6261,-6.0903,-3.3862,-2.3028,-2.8626,-5.5625,-8.8433,-7.216,-1.3814,-0.33074,-5.2892,-11.084,-14.116,-11.635,26.841,41.787,29.267,9.3642,7.5924,4.5266,1.4544,0.97227,8.2193,14.551,15.393,12.302,7.7778,5.5831,5.3761,6.197,5.7487,5.0448,2.3768,-0.076613,1.7783,4.5611,7.3334,6.0109,0.73646,-4.9548,-3.3132,4.925,6.8084,1.9743,4.0477,6.0441,2.9185,2.3188,0.69184,-1.6648,-1.1986,0.3285,-7.5154,-24.6,-26.773,-18.455,-7.7606,-5.2665,-5.82,-2.2283,-0.063807,-0.1374,2.0737,5.2108,5.419,5.6281,4.5956,-6.3976,-15.226,-12.534,-9.2273,-6.469,-3.048,-5.4116,-10.357,-10.783,-9.8398,-8.8147,-8.4903,6.9268,6.8314,4.9491,2.9004,1.5312,-0.19568,0.084924,-5.8646,-13.199,-13.13,-22.78,-28.843,-28.582,-21.204,-11.17,-10.308,-9.3703,-8.5597,-7.8419,-7.694,-4.8806,2.9979,9.298,10.907,11.671,10.773,4.1014,-0.98799,1.8537,6.4064,8.0292,7.1092,4.7588,3.6386,4.7616,-30.388,-18.334,2.6207,2.5015,2.5465,4.7905,7.282,8.181,7.0728,3.3297,-1.1707,2.4406,10.684,11.319,6.5823,4.3046,3.2014,8.4543,10.866,8.5682,8.5276,7.8119,3.767,3.0126,9.7977,17.789,14.332,3.1893,6.8091,2.3138,-16.555,-19.938,-13.276,-7.9503,4.8716,16.534,19.088,17.477,0.084596,-8.6455,-5.0828,0.18741,-3.4691,-9.0013,-9.907,-6.2478,-0.23919,-5.048,-8.4873,-11.945,-16.05,-16.312,-7.4124,-2.6668,-0.34759,1.466,1.1244,0.45479,0.14172,1.2452,2.6249,5.3729,9.053,13.054,14.437
"4",-1.1907,-1.2857,-1.5115,-0.17497,1.392,1.6547,1.7421,-8.959,-16.544,-16.316,-18.603,-10.68,19.227,31.287,16.087,4.6533,3.2202,3.1733,2.31,0.21142,-0.075896,1.2396,2.4403,-3.1529,-6.2092,-4.8882,-8.4451,-12.725,-11.744,-9.766,-12.14,-12.567,-11.111,-9.8248,-10.004,-2.693,12.498,15.47,3.4672,-16.953,-18.988,-10.472,-1.6398,1.4602,1.3494,1.8743,2.4061,9.7742,15.726,12.878,10.743,18.247,21.652,13.026,-5.9098,-18.446,-14.664,-1.322,3.0558,4.1141,2.4794,3.7259,7.2355,6.2512,6.4181,11.895,9.3999,3.5486,3.7423,5.4877,5.6717,6.9224,9.3194,5.2687,-1.326,-3.544,0.78533,-1.2832,-11.679,-11.69,-8.711,-3.2436,1.9834,-1.5762,-4.9239,-5.1151,-4.262,-1.2249,1.8225,5.0629,7.9855,0.011806,-5.407,-0.7404,-3.1621,-10.428,-14.203,-13.151,-11.354,-11.726,1.4326,1.3373,0.82368,-0.39826,-1.2891,-0.61601,0.65626,-0.10875,-2.0099,-1.5527,1.7537,-14.22,-28.02,-30.811,-27.602,-18.608,-19.571,-20.981,-21.394,-19.703,-15.008,-9.4313,-6.985,0.3462,11.074,15.235,8.0168,1.0146,-0.94003,0.35015,2.9595,6.153,9.8968,13.398,18.014,16.378,-4.4052,-21.344,-11.434,3.2884,9.18,11.516,11.107,9.9882,8.2191,4.9628,2.8631,2.2164,-2.588,-13.486,-19.242,-11.809,5.0101,16.328,30.223,41.572,33.949,16.418,13.217,12.103,13.334,11.092,8.9048,17.005,16.223,10.593,20.245,23.023,14.53,16.296,19.333,19.905,11.775,0.50605,-4.1833,-4.3947,-7.8234,-10.976,-9.3436,-10.005,-13.349,-9.841,-4.5162,-6.2156,-6.0194,-6.3302,-7.8018,-8.1535,-9.2227,-14.576,-17.572,-16.041,-11.36,-11.692,-14.748,-11.672,-6.0155,-2.9404,-3.0132,-3.5681
"7",-1.4697,-1.5648,-1.4891,-1.2399,-1.1625,0.85092,2.8417,2.5137,-3.6386,-9.9417,-13.541,-11.493,-0.61573,10.278,11.875,7.5885,4.2138,2.2741,0.43181,-1.2913,-4.0413,-7.0935,-7.0238,-5.2508,-4.5476,-4.9556,-2.7153,-0.27834,0.79732,2.4057,0.41206,-4.1049,-9.526,-13.218,-12.395,4.1723,9.4275,14.479,14.102,11.125,11.879,12.515,9.8919,8.6599,9.0534,11.876,14.068,11.836,6.7341,5.6593,8.092,5.6748,3.9287,-7.6034,-11.229,-6.4466,-11.706,-16.621,-15.363,-10.404,-10.016,-9.8566,-7.8386,-9.208,4.737,10.878,7.8028,16.577,15.961,15.776,15.772,7.1575,8.4199,9.839,-6.7457,-8.4097,-5.0886,-3.1011,-5.4794,-5.6764,-3.7461,-4.3931,-6.393,-7.6956,-8.5066,-8.4703,-7.7556,-5.3969,-10.959,-18.652,-14.855,-7.1657,-2.6771,-0.87876,0.28294,-0.26768,-1.041,-1.4982,-2.1913,-2.6925,-1.5136,-1.6089,-0.83904,1.0047,2.0267,3.6026,6.0099,8.0053,9.7723,11.739,11.233,-9.765,-25.96,-29.432,-23.68,-15.164,-15.178,-15.014,-13.761,-11.046,-7.9762,-4.4021,0.29002,2.7625,0.86426,-3.8784,-8.6357,-7.8906,-0.058704,6.5507,8.619,8.1367,6.5697,6.6762,7.1024,-9.4285,-26.815,-24.393,-12.052,-3.2265,-1.6501,-2.1045,-0.092249,7.4692,12.382,6.8536,1.0664,6.5021,20.441,23.189,2.4235,-19.466,-20.19,2.5803,7.6689,4.5754,5.6401,10.423,10.764,6.5239,3.8225,0.47875,0.027134,9.8613,20.943,27.056,27.415,3.13,-15.533,-16.481,0.33296,37.428,43.044,18.371,-2.0532,-1.9882,-0.10472,1.3943,2.5257,2.1579,-0.77072,-1.7071,-1.6419,-3.2771,-6.5893,-11.174,-15.444,-14.553,-6.1577,1.7043,2.8676,-0.039277,-2.1231,-2.0959,-1.0154,-1.3953,-3.0298,-4.3802,-4.8119,-5.1433
"8",-0.75598,-0.85104,-1.0761,-3.5117,-5.4197,-5.1472,-4.8137,-4.8891,-11.992,-17.386,-16.964,-13.901,-8.4544,-5.5177,-5.843,-7.3562,-7.8097,-8.0905,-15.407,-20.425,-18.003,-14.831,-11.586,-13.803,-15.726,-16.631,-18.919,-19.788,-18.533,-10.906,-3.064,-4.7219,-5.473,-5.8317,-9.2514,-13.626,-18.61,-17.009,-14.883,-7.3862,-2.4424,-3.9709,-2.0222,-1.3865,-3.1201,-2.7122,-4.2565,8.058,9.8892,-2.0349,2.7997,2.9138,-9.7545,-6.4216,-6.2944,-12.833,-7.0881,5.6352,8.7557,9.3504,11.32,9.655,5.298,15.585,15.167,-25.047,-20.259,10.521,19.447,19.354,15.98,14.884,14.142,17.361,21.417,19.394,14.767,17.814,19.929,15.464,9.0447,11.805,8.3528,6.9092,9.3541,12.58,11.547,9.8478,5.3641,-0.13685,-0.23588,-0.57331,-1.3051,-2.9323,-4.3462,-5.273,-5.3362,-5.681,-5.7228,-5.4579,2.696,2.6006,2.092,-2.7703,-6.9877,-8.3083,-10.763,-10.395,-9.2669,-5.8163,-3.2398,-5.657,-9.49,-11.123,-10.029,-7.7351,-6.7781,-5.4404,0.48389,9.2723,14.215,9.2405,-1.2505,3.287,14.662,13.295,8.4776,10.321,16.055,14.83,10.677,11.697,12.624,14.448,10.087,1.8406,1.8538,-2.0706,-6.2762,-7.2458,-5.8939,-4.2306,-3.8777,-3.5552,-3.8737,-7.5992,-7.4082,-18.389,-32.997,-53.579,-56.414,-32.736,1.4146,14.684,23.514,26.07,22.049,9.7515,4.5497,-0.11513,-10.248,-28.413,-36.707,-40.553,-38.084,57.788,66.086,29.633,22.448,14.539,0.12565,-12.739,-14.615,-7.2376,0.89395,-1.1015,-6.7887,-6.7147,-7.0392,0.15092,10.861,5.8921,6.6616,3.3689,-6.679,-14.159,-12.145,-2.1185,-2.3837,0.10008,3.9082,4.3266,4.4122,5.0507,3.6904,-0.52134,-3.0081,-0.47111,6.9013,10.911
"9",1.5219,1.4268,1.2017,-1.0482,-3.0451,-2.9528,-3.0418,-3.3504,-2.8636,-3.2158,4.1178,13.646,14.559,8.6561,5.5313,2.2603,-1.1769,-4.037,-5.611,-10.412,-13.458,-11.244,-8.5169,-6.9419,-6.002,-4.894,-2.829,-0.76504,-2.0023,-2.0087,-0.55069,-3.8889,-7.8271,-8.8493,27.231,35.758,33.365,21.411,4.9431,3.7408,0.99494,-1.4411,-1.9572,-1.1129,8.4335,15.946,13.838,6.6856,3.6526,1.8677,-2.2283,-2.5886,-2.7764,-2.9228,4.898,9.6379,6.2643,9.7998,11.428,4.039,-4.4079,-5.9743,-4.1071,-5.0144,-4.2872,4.9187,4.8614,1.8553,0.43942,-3.9863,-7.2609,-4.0711,-3.4025,-12.311,-13.742,-2.4007,10.16,5.6644,0.25422,4.3436,1.3121,-2.3309,-3.0404,-5.02,-6.8399,-6.3658,-5.3926,-4.9898,-9.2954,-11.379,-4.4586,0.91673,1.5584,-1.2928,-3.9542,-6.3602,-7.1348,-7.2957,-7.2135,-7.2557,1.1613,1.066,0.55733,-1.1493,-2.3472,-3.2601,-4.978,-4.2912,-6.6099,-3.0261,-17.653,-28.122,-29.609,-22.519,-13.855,-13.66,-12.04,-9.5983,-6.8857,-4.1583,-1.3111,1.5374,1.5675,-0.55371,-1.0296,2.954,9.7481,14.248,14.24,10.405,7.9875,7.82,5.92,3.9247,-12.146,-30.759,-21.21,-2.8914,1.4519,0.8892,4.0599,7.4342,8.5779,8.0434,4.4186,-0.70763,0.96097,13.649,20.047,12.28,3.9471,1.6614,14.062,18.587,11.77,12.268,16.251,9.3579,3.3488,10.828,18.464,20.185,17.936,11.907,1.0552,-4.9321,-1.0202,5.3973,13.7,24.67,29.189,23.018,1.755,-10.408,-8.6917,-12.556,-13.289,-10.268,-9.4718,-11.732,-14.581,-10.842,-6.0588,-6.8802,-5.5272,-5.2727,-7.4798,-4.811,-4.7547,-4.487,-3.6826,-4.968,-3.1145,0.55354,-0.28769,-1.9651,-1.6204,1.35,5.2274,6.7197
"10",-1.1981,-1.2931,-1.5,-1.7532,-1.9187,-1.548,-0.96442,-0.86662,-0.93225,-15.267,-31.749,-37.253,-21.194,16.925,30.784,31.611,33.484,33.593,29.309,19.016,7.8886,2.7055,-3.6554,-9.3475,-9.6938,-9.4396,-11.085,-12.891,-13.512,-16.091,-18.601,-17.963,-16.413,-18.246,-31.327,-43.475,-28.775,16.451,28.266,23.54,13.292,7.6552,-0.52807,-7.359,-7.4703,1.4841,11.175,13.772,11.227,10.132,13.104,14.775,19.713,23.653,29.59,21.41,3.5507,-1.6615,-3.2986,-6.9417,-3.3219,4.7727,9.2097,8.6329,10.359,18.777,10.738,-9.1792,-19.379,-18.371,-12.382,-5.7146,-2.5743,0.25794,3.259,4.5267,7.9273,-17.804,-37.857,-20.101,8.6562,7.9732,-3.2822,-8.5557,-7.9113,-6.1842,-6.0703,-5.672,-6.4498,-7.0432,-6.2591,-0.59702,1.4035,-0.31987,0.82373,2.478,1.3666,0.64693,0.052952,-0.42244,1.0717,0.97642,0.54204,0.58074,0.92811,1.8993,4.6146,7.8295,12.982,30.742,44.01,35.497,3.1496,-20.562,-19.957,-16.394,-19.846,-25.26,-29.844,-29.617,-25.273,-20.848,-18.927,-14.881,-5.8931,0.17021,-1.3348,-9.1829,-16.636,-16.803,-9.9035,-1.033,5.7592,9.8981,18.1,24.006,14.508,-31.746,-32.04,-9.5635,2.6707,8.324,13.763,17.995,18.705,18.208,13.409,8.806,16.302,18.261,-6.7494,-21.806,-4.259,-0.11654,-10.727,-2.1372,13.295,18.773,20.763,24.511,15.667,-6.4684,-4.2873,11.794,6.9799,-2.446,16.337,26.181,17.297,21.206,17.289,12.039,13.672,13.21,14.808,11.923,10.545,-11.129,-21.116,-39.331,-38.833,-10.975,-8.4128,-5.0975,-4.7407,-2.9804,-1.7329,2.9832,7.8238,3.7602,0.05143,-2.4372,-4.0244,-5.2403,-3.9933,-2.0232,-2.1706,-0.48217,0.34898,0.6003
"11",0.7861,0.69105,0.46595,-1.6479,-3.5351,-3.2018,-2.7623,-2.7753,-0.55467,1.2716,9.3897,16.366,15.586,9.7995,7.8322,6.955,4.1759,-0.18548,-4.2454,-11.436,-14.883,-12.327,-9.7617,-8.946,-8.5883,-7.6634,-5.7154,-3.3444,-5.0382,-5.2826,-4.4062,-7.7441,-9.8463,-5.1501,-3.5765,28.356,45.047,34.948,8.1243,0.085379,-3.7516,-3.1662,0.31984,9.7158,17.046,17.252,12.71,7.8906,3.5861,0.25547,0.7853,0.47549,-1.6535,-7.8843,-5.0341,-0.53289,-2.6016,-0.80178,3.5087,9.8718,6.1328,-1.3051,1.5945,1.395,2.851,12.12,14.38,4.6859,-4.1399,-4.395,-3.0739,-0.85711,0.0083214,-1.1619,-1.476,-4.0051,-5.9263,-6.4215,-5.0553,-4.4728,-1.5617,-0.94584,-0.3119,0.93164,-0.0036003,-0.92013,-2.6829,-2.7338,-5.0873,-14.1,-13.823,-5.0864,-1.0675,-0.82853,-5.2963,-11.076,-12.201,-11.63,-10.839,-10.598,0.21179,0.11647,-0.39216,-1.9456,-3.0097,-4.1707,-6.4711,-6.1119,-10.438,-8.3998,-20.69,-29.512,-30.186,-23.154,-15.26,-16.508,-16.03,-13.431,-8.7032,-3.1927,-1.8461,-2.0956,-0.84877,0.68297,2.5323,5.9257,11.916,16.613,15.888,9.3827,3.9278,3.969,4.355,3.9043,5.1076,-9.2922,-23.194,-19.413,2.9584,6.9645,9.2159,10.261,9.7023,7.0048,1.4145,-1.7093,5.3884,13.63,11.377,4.3829,2.8147,-0.739,9.1836,16.587,12.126,10.827,13.703,13.185,7.866,3.531,15.607,27.805,20.054,14.767,10.454,-6.8761,-7.4478,2.9758,10.005,14.736,11.115,5.2872,-1.5925,-5.6818,-3.7559,-11.172,-14.605,-11.736,-4.6027,2.4934,-0.82938,-4.0528,-3.603,-3.9102,-7.6676,-8.1594,-10.852,-9.1419,1.6786,-1.4341,-8.9316,-11.705,-7.3185,-1.0044,-2.6785,-0.90545,3.2121,7.2157,11.368,12.853
"12",-2.2603,-2.3553,-2.5671,-0.95294,0.943,1.2058,1.3953,-6.4754,-13.059,-15.294,-30.885,-22.276,17.651,31.395,27.112,21.448,15.48,10.529,6.1177,4.6041,4.1089,3.7977,-3.5394,-10.337,-10.039,-9.9904,-11.891,-11.29,-10.633,-13.721,-14.396,-15.168,-18.337,-20.266,-22.575,16.556,26.614,16.736,11.821,-1.8228,-12.392,-14.947,-13.574,-12.094,-6.87,-1.27,1.1711,1.8476,7.7456,13.356,14.804,15.467,15.285,13.812,0.18857,-15.192,-11.325,1.8145,7.831,11.289,11.248,6.557,7.5117,6.1489,3.9688,13.415,13.841,8.6739,2.5209,1.3957,3.0972,4.5775,5.7671,8.295,9.8905,6.6596,-5.5298,-12.449,-13.019,-11.29,-12.784,-9.69,-7.7601,-9.6441,-8.001,-5.172,-2.464,0.89659,3.1634,3.1079,5.7503,5.8982,-5.1991,-8.2775,-3.505,-5.6543,-6.3774,-5.887,-5.2324,-5.1663,-3.7639,-3.8592,-4.2858,-3.9481,-3.1578,-2.4847,-0.67935,7.0274,13.959,20.562,9.9458,-15.694,-31.351,-24.919,-18.68,-22.027,-24.042,-24.908,-24.379,-21.49,-17.733,-16.221,-14.499,-9.1071,-1.5568,0.031018,-3.796,-9.6435,-12.035,-8.2264,-0.53086,4.3732,5.3316,2.7441,4.5366,7.087,-13.041,-29.055,-6.4035,8.5324,13.865,15.922,12.924,8.5212,11.059,11.58,9.4049,9.2645,13.079,17.077,13.267,4.3773,-1.2641,6.5324,19.326,27.568,26.84,17.604,11.969,13.15,16.874,21.41,16.276,-5.4331,-19.089,-8.5114,6.0048,8.5557,11.504,19.652,18.049,12.351,10.429,12.274,15.446,11.663,-2.5617,-9.1054,-9.9581,-10.047,-10.829,-9.2966,-4.9118,0.48303,11.304,15.785,10.356,3.8332,-12.162,-16.261,-15.921,-16.976,-14.974,-6.4093,0.051667,-0.99861,1.7287,6.807,11.277,12.451
