"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"60",-69.104,-119.54,30.355,80.778,-9.1521,-16.382,-64.145,-4.0689,54.788,15.563,26.709,9.0048,-10.645,1.4127,-3.3859,-8.8626,29.224,-7.3567,-9.1508,11.034,44.916,-9.4719,15.756,2.614,0.78966,-5.5052,25.434,-8.3839,-17.282,-4.1831
"65",52.568,8.6332,-21.2,10.423,15.667,28.452,-59.752,-1.0466,-3.0175,6.688,-56.13,-31.136,33.33,-2.6963,24.083,16.122,4.2477,-6.7969,-43.418,-42.431,33.918,-3.945,11.132,32.095,21.235,-29.811,-1.2579,29.703,-5.2904,13.917
"71",-59.295,-167.09,-72.447,-53.047,-73.142,81.777,30.608,-19.654,41.247,6.7577,27.03,29.711,-13.016,33.684,-7.8177,5.2543,28.679,19.392,-23.387,2.8706,-42.844,-19.35,-36.898,17.049,-2.1587,-9.5394,-6.0286,2.7512,2.9502,-38.528
"73",0.49546,-98.146,28.219,73.056,8.8846,-0.43508,-49.158,-37.186,62.791,34.366,-26.121,31.817,2.7313,-4.2141,8.3239,0.80835,4.693,11.398,-7.5083,-5.476,5.5833,-1.1644,29.658,14.151,-9.5294,-0.74491,22.845,29.371,-5.8365,-2.5387
"82",-141.14,-202.82,-41.999,-89.363,-93.539,79.115,12.674,-28.74,42.584,-13.759,18.14,19.599,-2.7407,28.797,13.723,-1.723,8.9145,-14.292,-7.986,8.4162,-12.173,-11.187,-9.1334,30.215,37.722,16.196,22.02,22.079,-18.49,-2.1845
"83",-149.48,-102.29,32.264,126.45,10.632,-4.2817,-21.004,10.272,2.3378,37.411,36.281,-23.713,4.8267,12.508,11.599,-4.7191,-9.84,-22.05,-11.901,-42.974,34.131,-10.462,28.757,8.3091,21.47,7.8515,5.3411,8.426,-34.826,-5.35
"85",-130.75,-131.22,29.585,136.54,-37.178,-9.1051,-30.845,19.372,18.652,40.755,9.9162,3.7671,7.8555,-23.106,16.521,-27.468,2.2517,1.4102,-19.493,-11.705,24.305,6.0167,3.724,8.0075,10.369,-12.581,-13.826,-1.8952,-5.6024,4.6703
"87",36.199,-84.945,-84.806,-59.435,-112.08,53.089,-37.23,-139.24,40.403,-61.068,46.991,-7.0567,58.496,48.137,-13.983,-26.299,-27.645,0.10294,3.5369,-58.139,-28.306,-51.227,24.557,79.744,-56.086,7.3606,-6.5147,5.6675,-20.555,17.691
"95",8.0743,-68.816,29.43,22.696,-4.9888,-36.385,-38.032,-34.537,59.819,-11.765,2.7959,31.907,-18.741,5.6989,12.549,5.0786,6.5121,-14.714,-8.3685,2.5593,7.7722,-17.874,35.769,-4.7462,-5.7108,-23.187,-6.6339,-1.0313,1.4377,-0.42856
"98",43.383,-9.1386,31.573,-25.1,-19.329,6.8959,-49.985,-65.853,14.872,-38.373,-25.983,3.6517,4.0186,4.2653,10.562,-0.84697,4.243,-32.241,-31.47,-12.734,-4.9143,-36.325,0.005369,-22.054,3.6336,7.9918,1.612,-7.3329,4.6408,-4.5107
"108",41.347,1.8274,10.439,15.73,-0.79803,7.3706,-26.643,-9.1225,-16.687,11.752,-25.616,10.988,-3.6353,-12.078,26.445,3.7709,-15.179,-6.3584,-6.8965,-16.134,10.137,-1.6804,2.3825,-9.3043,-8.5118,-6.3518,12.331,12.718,6.1083,-4.6117
"119",25.558,-39.465,28.043,-5.8262,-3.1298,-14.46,-31.521,-13.223,40.184,-17.37,16.927,24.939,1.1846,24.121,11.477,4.1024,3.0981,-21.87,4.3221,-1.7947,9.4735,-11.163,2.7222,-3.7107,2.0862,-31.343,6.4074,11.283,-5.8998,-3.0072
"122",41.987,13.47,7.9236,7.4248,-4.4374,9.0972,-45.247,-7.9193,-9.1173,10.756,-28.448,1.7872,3.8128,-9.0451,9.7692,2.9532,-8.915,-4.9975,-5.8544,-17.748,18.61,-10.06,12.722,-9.8309,-3.0847,-8.2546,7.4232,12.309,-0.65961,-6.6508
"124",-67.131,-50.317,72.568,60.492,-26.561,-34.352,5.033,5.7258,-4.8192,53.757,38.424,63.12,-11.495,-10.689,12.388,-16.553,3.4686,3.9038,1.7332,-32.226,24.347,21.415,-14.471,-4.8593,-8.5465,-26.612,14.01,7.0747,-16.771,-14.88
"127",13.192,8.3458,-89.025,-10.993,50.588,14.225,4.7408,4.7663,-9.8416,-23.563,41.506,29.755,29.028,-0.94546,-0.22208,-36.589,-22.278,25.463,-12.006,6.9422,9.7458,10.933,-31.394,-1.5227,-15.268,-21.044,2.5058,5.2629,-18.747,28.392
"152",31.554,-9.8477,23.983,-23.884,-9.8287,-16.923,-29.149,-26.174,-22.25,-17.597,-24.836,17.809,-1.9686,-6.7304,0.62247,16.515,-6.1158,-3.4791,11.245,-16.003,-2.6059,-9.5443,0.56487,2.114,-13.966,-8.1912,28.396,7.2358,-5.157,4.2021
"153",-71.436,-59.369,32.071,44.741,-44.009,-31.478,-8.3712,20.372,0.71247,16.601,55.296,26.539,-1.016,-1.4835,8.8151,-2.2716,12.594,3.7369,16.336,-10.375,1.2287,19.16,-14.846,15.917,-3.7591,-9.1319,18.321,-4.5689,7.1055,11.866
"166",-223.84,-40.646,-80.907,-57.093,-134.35,22.666,-174.96,85.114,1.6207,-6.3869,27.966,-49.529,10.753,20.714,-21.891,-22.618,-70.405,5.6214,-2.7769,-39.963,1.1158,-14.586,23.883,-3.5107,-33.659,-22.787,-63.824,12.513,-11.583,58.769
"171",-322.13,42.868,119.5,-127.58,63.445,78.536,52.262,-20.772,17.974,-68.392,-96.742,59.828,-70.427,39.045,54.079,-38.121,12.297,-46.266,-1.2283,72.156,41.439,-9.1003,15.631,28.48,33.826,-21.882,17.245,-42.079,8.7862,-7.6187
"173",-153.92,-138.69,11.289,135.64,4.2085,-57.107,-40.026,25.875,6.1168,89.812,67.921,27.067,-10.785,-11.372,51.891,-37.963,2.2633,-52.166,21.317,-34.489,12.921,-17.074,-1.5406,14.805,27.137,5.3719,15.107,32.46,54.356,-15.372
"179",-232.42,-118.3,16.218,166.19,-33.379,-25.968,8.101,-27.292,-71.325,43.686,16.161,-2.5973,4.5625,-26.051,49.135,-38.02,-48.666,-33.319,1.5634,8.8637,12.728,-66.484,-11.342,-2.4756,57.044,-1.0191,-26.427,-18.122,30.883,-11.74
"185",-164.92,-99.614,-169.91,-93.311,-90.25,70.422,-52.746,43.418,15.045,5.2699,49.799,39.967,-7.4313,9.4661,54.861,11.476,-45.309,3.7318,19.654,-23.941,9.0853,-0.6924,-20.274,6.714,1.3421,0.18675,9.3883,8.7992,16.829,-19.236
"189",-187.18,79.303,141.24,-86.096,90.947,81.401,-114.28,-27.855,14.294,2.4445,102.81,-55.633,-12.418,-66.199,-34.003,-18.971,54.402,-51.803,-4.9937,79.868,60.458,71.479,-23.202,18.699,-27.904,-19.841,5.113,14.349,-12.146,21.179
"193",-14.5,178.83,-148.54,134.88,-80.709,34.582,44.263,73.047,125.11,-115.84,-23.115,52.559,5.6045,-24.778,-38.303,51.651,2.1899,29.779,25.117,1.5056,61.554,-30.189,-54.603,33.249,5.4072,-13.127,44.957,35.326,-12.755,-14.502
"194",-139.32,119.61,101.72,-125.24,118.9,5.6733,-157.5,-62.06,41.835,37.456,109.75,-32.934,-31.365,-63.454,-26.106,1.2606,6.1798,-81.937,-33.847,56.203,16.509,-85.154,-60.237,3.9315,-22.601,12.343,12.394,13.493,21.701,-28.738
"196",-182.8,97.593,81.37,-58.669,48.211,82.272,-47.723,54.987,-34.71,-14.716,6.969,-66.634,30.343,-53.717,-37.878,10.767,54.676,-41.299,73.214,20.153,79.255,77.926,35.601,2.6494,-82.075,-6.7166,-36.173,8.8278,39.898,6.7538
"204",-30.005,-158.65,-45.375,-61.266,-57.897,10.627,12.718,-41.477,61.715,29.482,100.12,70.564,-12.114,13.313,-26.145,-49.477,58.799,-0.69604,7.9477,-13.357,21.881,-11.887,7.4455,-26.401,-10.944,27.971,36.74,-8.604,28.124,4.2072
"218",-220.59,95.697,37.757,-83.981,-18.842,100.85,-74.618,-61.411,-65.284,45.458,26.078,34.557,-5.6212,-58.999,129,50.286,96.759,112.68,-53.949,38.274,-47.212,22.238,-4.2819,-22.691,11.531,-83.43,98.642,-5.2254,0.69476,-7.6578
"226",-126.55,-172.57,-138.18,-88.314,-65.149,20.222,27.8,46.525,18.792,0.6509,48.026,32.459,-0.77886,24.256,-10.744,16.176,28.771,-53.171,-11.213,16.861,-5.4914,-16.992,-4.9599,-12.617,20.943,-2.9278,30.613,25.2,-2.9374,-1.1327
"231",74.985,-68.823,-119,-54.282,19.925,60.257,-42.438,-42.279,37.506,1.7128,16.345,-13.579,-33.178,3.499,28.622,-0.57669,-35.025,-18.919,24.754,-28.909,23.502,11.378,-12.372,-32.197,-63.307,8.8003,6.5316,22.957,-10.46,24.302
"235",-75.9,-106.24,-78.296,-2.5055,-39.965,-33.795,-98.712,54.503,-22.849,43.234,24.912,-18.286,-46.939,-6.7708,34.787,34.127,20.35,-34.016,36.372,19.961,13.39,18.921,-52.078,-11.726,4.8485,5.3872,7.6403,5.6867,40.17,-24.648
"236",-148.44,107.26,86.421,-172.17,19.434,-0.43191,-206.41,-133.21,22.605,57.355,99.438,122.43,-147.5,-46.439,80.489,-51.352,-10.645,-46.707,-69.596,33.881,-19.963,-53.794,-79.254,23.681,62.606,-31.982,-13.643,30.776,-1.8571,27.002
"240",-88.762,-202.91,-119.23,-101.19,-70.469,54.914,-1.265,-21.916,40.505,-6.4396,23.172,74.611,-35.26,8.8415,2.0843,-9.5121,22.894,4.5202,13.961,-3.3686,11.587,17.077,-12.856,-6.3309,24.817,0.16271,19.361,10.463,7.0447,-10.662
"258",-148.28,201.34,-3.0983,84.897,-79.171,106.41,-153.94,1.213,69.789,-65.732,54.129,-11.335,-125.97,136.56,-32.678,145.25,45.536,46.435,-44.932,-52.204,81.338,-31.7,-7.2497,-30.043,-19.861,-42.137,14.451,11.485,57.884,-80.955
"260",-210.99,-79.078,-50.085,-71.943,-157.4,20.994,-72.864,-124.1,-6.9422,-101.94,79.845,-21.113,60.223,34.073,87.117,-73.952,-75.748,-35.465,-48.082,-18.422,-27.844,-7.0233,34.337,51.347,-56.195,0.27478,24.097,-16.675,-42.825,-3.9208
"268",33.882,29.848,27.621,-15.741,-53.646,-27.37,-2.1802,32.083,-5.7687,15.636,28.537,23.208,-0.58206,-19.201,9.5876,-3.2227,-4.2117,-3.791,-27.899,-11.787,-1.4184,-20.718,1.6898,0.10329,13.648,0.85528,-9.1226,-15.642,10.755,-9.6297
"276",16.84,42.405,39.849,-44.517,-61.57,-35.32,21.091,-4.3191,-35.879,0.26664,19.28,21.596,-7.4784,22.777,-0.4234,-4.8174,-4.2175,-7.0893,11.326,-3.4273,5.7371,-11.514,12.728,7.8087,-6.0043,-20.014,-2.7417,3.7633,1.4127,4.2802
"281",27.422,46.549,43.629,-34.032,-59.212,-33.457,16.873,-0.95495,-17.346,2.7726,28.187,21.117,-3.3358,9.1392,0.3312,-5.1649,1.9727,-16.443,17.351,-8.7396,3.2659,-20.062,10.975,3.8046,-3.3382,-21.363,-1.3504,6.2416,4.2071,-0.83196
"287",18.023,25.363,15.753,-54.974,-47.02,-40.805,4.2677,-9.2913,-18.022,-17.401,36.733,17.506,-4.5269,23.074,6.3291,-11.703,-4.6214,-5.9555,17.665,-6.4556,-0.078764,-10.744,13.72,12.159,0.98787,-35.081,-0.096378,2.0116,-13.315,0.16678
"291",23.852,41.472,28.924,-30.787,-50.363,-29.787,19.016,7.8381,-29.152,4.6841,22.225,15.065,-8.3275,21.79,-1.6251,-5.0236,-3.0257,-1.1689,13.359,-0.25777,11.614,-13.258,25.517,8.9798,-5.8776,-14.264,-4.6921,-6.9924,0.95681,2.1049
"292",23.573,41.176,25.047,-36.482,-53.54,-13.982,5.4559,6.5562,-19.55,23.024,14.665,14.934,-7.8633,4.6171,-1.3407,7.2097,-4.5532,11.24,14.314,-10.1,9.909,-5.1331,20.25,18.001,-9.8552,-1.8781,10.751,19.57,-0.049207,-0.13062
"296",17.178,27.62,31.477,-59.822,-48.666,-45.982,7.8674,-17.608,-26.118,-5.2122,22.469,26.764,2.1934,18.234,-1.4164,-18.969,4.5633,5.8928,17.197,-3.6365,1.1873,-16.887,6.9694,2.8851,0.11399,-23.172,-7.239,2.8906,7.1482,5.8243
"297",40.194,25.078,-9.656,-44.763,-26.369,-11.232,-4.4312,-9.8247,-32.236,12.262,-1.9088,18.14,10.467,-22.4,10.413,-12.971,-25.649,-6.62,-45.725,-9.9803,8.5934,7.1264,-16.06,2.2824,12.094,2.9415,-4.4302,-9.2305,0.03566,0.67346
"301",19.64,18.596,22.875,-47.275,-46.226,-9.7009,3.9176,-18.445,10.523,-20.43,19.455,25.569,-10.372,1.5037,4.3884,3.8991,7.722,-16.116,-5.2921,-14.77,4.5994,-0.79951,1.7417,14.557,-9.0208,-4.7647,9.7169,-9.9486,11.206,-1.8463
"306",50.261,40.741,5.8704,-26.542,-17.45,-22.891,-18.984,0.77977,-18.902,25.487,4.8163,16.119,-11.048,-7.6199,19.974,3.2037,2.9986,-6.5334,-13.795,-15.085,12.374,-21.08,5.087,-26.941,1.4319,13.042,24.166,10.165,-1.2246,-11.079
"318",31.674,1.5237,22.933,-57.283,-35.489,-30.799,3.6146,-17.875,7.5767,-25.803,11.878,30.882,-9.1114,15.626,-1.9705,-3.5128,14.039,-21.879,-22.676,-9.4007,1.0124,-1.3905,-5.5216,-13.417,9.4551,-15.785,-12.428,-2.2339,13.848,10.752
"320",23.003,4.8235,16.359,-53.999,-19.32,-35.828,-0.75267,-7.2802,15.252,-20.274,17.399,23.257,1.8048,29.087,10.101,6.0531,7.3228,-20.155,-3.8724,21.916,6.5953,-8.5604,18.732,3.6294,6.1758,-1.7583,10.52,-2.7903,-18.277,-7.1173
"323",29.211,26.197,38.393,-39.144,-28.085,-22.275,-0.82192,-4.1054,6.7513,-11.157,16.456,18.555,-5.2888,11.908,-1.5156,8.562,-0.62154,-15.107,0.018773,12.415,10.128,-11.744,15.109,1.3991,11.074,-5.1328,-0.91746,-5.3773,-4.6051,10.079
"325",-63.97,-38.98,55.489,14.268,-39.737,-38.224,-25.803,2.7263,29.001,2.8714,67.054,19.806,7.451,12.741,2.9351,-13.823,16.765,-18.371,4.6284,-8.003,16.505,-0.65296,14.204,13.714,1.2486,-4.7296,10.968,-13.662,-20.968,3.5493
"326",30.174,1.7785,29.243,-68.819,-27.893,-7.6584,-25.351,-12.798,5.9756,-27.007,0.0060926,15.59,-24.993,8.6496,-0.38373,11.092,-7.2818,-25.275,-0.12026,6.7313,12.971,-8.8156,-4.9205,21.391,12.838,-1.5072,14.389,-1.3095,-11.186,6.4849
"337",32.753,15.738,-107.35,-4.3106,80.39,8.6304,1.3014,17.994,-7.1866,-13.472,41.807,-0.083113,7.1972,20.361,17.754,-33.033,23.859,7.2339,-2.5372,27.711,11.953,-17.14,-15.509,13.542,-4.0311,-13.419,-5.101,-6.1553,-13.119,-8.1712
"342",39.439,-8.784,-131.71,15.938,76.174,-15.968,2.5246,35.909,-14.458,-10.669,34.543,4.3675,3.8358,11.67,36.059,-9.366,19.884,4.3811,-5.0062,14.768,1.833,-15.339,-19.451,27.198,-7.1093,-11.878,-17.734,-1.2735,-6.7244,-3.979
"344",4.996,-4.0192,64.065,1.1149,-42.966,-23.713,-14.631,4.9981,3.3144,8.3544,5.5807,35.158,-2.7969,1.4851,9.8103,-6.8931,12.427,-0.24465,-1.5976,-10.524,0.072925,-7.8393,6.9767,-7.0047,-12.439,-20.398,-3.9117,2.8602,16.831,25.396
"345",10.441,-13.977,56.135,-19.937,-66.936,-26.231,-1.254,-22.037,19.708,0.37625,-4.2655,36.373,-8.1728,16.253,23.559,-10.934,9.0311,-20.164,-23.237,-12.647,-6.3051,5.6714,12.839,9.9474,-20.581,-16.44,13.852,-10.483,24.182,5.2066
"354",21.955,48.538,17.25,-23.473,-33.08,-13.492,5.6882,-12.373,-21.259,14.118,-0.67801,51.447,-12.678,-19.764,21.482,-3.9295,-12.711,3.9927,-25.266,-4.459,12.545,-4.1146,-9.6148,3.7931,-18.312,-6.1527,-7.2941,13.653,3.7179,-15.365
"360",27.743,39.226,17.124,-43.303,-55.892,-41.421,10.134,-8.9275,-24.091,3.0344,27.273,45.139,-15.809,4.2732,4.3021,4.6451,-1.8005,-4.116,0.65813,2.0919,-1.994,-2.4316,5.9567,-1.7864,-7.2692,-11.454,9.0558,9.3425,-6.6979,-7.3854
"371",-34.535,5.3202,34.252,-26.315,-66.339,-42.521,9.7568,-13.976,-9.6331,-2.9804,68.923,45.467,-7.5282,6.6958,2.4196,-13.655,18.699,-3.7646,-4.3676,2.4076,6.8892,-4.1463,7.2457,26.244,-6.1327,-13.416,6.7739,0.29562,2.3156,-4.9725
"374",-16.736,41.445,40.218,-16.368,-55.598,-49.853,38.331,15.58,-25.722,-9.1999,45.669,8.4629,-20.864,26.078,-1.9258,7.0027,12.42,-10.22,-2.72,-3.7677,18.213,-8.4648,19.301,3.2145,5.6447,-17.623,-2.7001,-1.4059,-12.714,-2.5332
"375",-23.321,11.433,58.448,-22.973,-66.686,-40.28,20.654,7.4424,-0.61953,-8.5801,60.248,30.032,-20.848,14.937,6.4064,-4.5745,24.487,-4.8342,0.23559,-3.5971,3.8141,5.4913,8.3645,14.222,-1.8273,0.62279,23.145,4.5448,0.14714,7.9517
"383",-168.46,182.38,-70.595,-24.577,-40.052,-81.521,37.075,-49.153,99.696,110.26,-50.27,16.421,83.94,86.985,75.366,18.419,65.172,-7.2072,10.495,-27.254,24.354,37.154,-20.745,-60.55,-10.009,18.158,-29.427,24.49,-16.991,-29.929
"386",-6.5305,-58.538,-41.486,35.873,-5.0058,17.151,-43.015,-2.1403,23.089,14.818,11.489,-22.723,-24.093,12.375,6.577,30.273,-25.854,3.545,-6.7929,12.606,32.202,-23.356,39.762,49.263,0.0098836,-9.6864,14.968,-6.8804,-26.089,4.574
"390",-134.3,-165.42,-123.54,-114.61,-78.632,19.414,20.372,15.286,13.198,3.8465,34.037,24.637,3.3697,22.83,22.044,-15.626,20.999,-48.802,20.242,5.0627,8.0883,-7.8163,-24.606,-26.093,42.298,10.4,4.016,19.166,20.388,17.827
"391",61.856,-114.44,-93.711,-91.45,18.976,51.53,15.019,-70.027,48.819,6.6149,47.312,12.224,9.7303,-27.964,-28.653,8.0152,29.658,-22.173,21.794,-38.361,20.443,-8.9201,20.994,-32.026,-7.7533,15.354,11.033,-6.2039,24.436,35.487
"400",-229.94,122.41,-138.99,9.8847,-13.477,-109.39,93.335,-73.819,2.4567,86.009,-88.222,51.519,-17.279,2.7187,-24.313,-2.0818,16.435,-16.776,-11.529,27.894,25.274,-36.269,-48.821,46.233,-75.511,-16.997,10.52,2.7632,-32.783,43.158
"407",-141.61,177.19,-117.74,2.3094,-74.526,-51.083,82.703,-52.219,164.94,82.802,83.936,-87.796,-34.591,23.737,-67.733,19.992,-84.528,127.15,-22.546,16.582,5.9512,35.942,30.236,-21.951,40.309,-12.689,-5.4654,58.718,35.697,34.513
"412",42.996,-11.421,-91.522,-25.809,36.009,31.546,1.3877,-1.3411,-11.504,5.4732,63.352,-32.544,-10.664,-3.0891,16.106,13.899,5.9817,1.7993,-1.1406,-3.4529,21.716,0.98134,23.962,11.341,-3.5497,-17.207,20.53,-13.001,0.54515,-10.047
"417",84.6,-28.576,-111.11,-59.819,49.258,35.358,-2.8175,-10.491,8.3432,22.027,0.27159,6.9129,-56.313,6.8236,48.688,7.9462,-16.845,-23.82,40.879,-28.154,45.903,5.0304,15.346,3.7074,9.0452,20.563,24.532,-13.093,-12.399,49.132
"421",-155.25,-75.234,-172.44,-103.81,-79.626,39.508,-5.7797,66.256,-5.2436,49.164,47.582,65.529,-38.083,10.72,62.514,2.8373,-56.266,-8.602,21.429,-7.0068,17.151,-15.109,36.933,10.415,-34.759,-24.045,0.91716,17.249,15.869,32.266
"427",-12.888,-118.97,-88.753,-46.765,-19.053,29.035,30.346,-7.4201,7.3772,51.462,13.245,77.186,-36.358,-33.684,21.82,6.7029,17.781,1.9956,0.88991,-16.555,34.916,-2.9125,11.498,-12.458,32.323,-12.665,12.203,4.4466,-7.0994,3.4705
"435",-155.41,-45.383,-164.58,-77.869,-101.66,3.6417,-37.817,83.969,-6.2809,22.759,43.37,41.93,-11.554,37.181,60.168,-10.413,-52.914,-2.3172,22.073,-1.2419,9.5031,-52.675,41.366,12.008,-44.424,-12.883,-3.9022,36.463,-14.375,26.41
"441",73.316,-66.571,-76.56,-69.243,-14.24,44.838,6.2466,-14.615,7.5251,36.625,33.537,30.216,6.3921,-44.344,-0.43148,-0.99252,26.347,-20.267,35.509,-22.053,31.853,20.461,9.1382,-29.972,20.501,0.61826,19.65,-12.386,29.797,29.658
"442",66.963,-25.297,-108.93,0.67019,30.223,-23.087,-20.784,52.018,53.449,20.588,29.179,49.463,-77.851,19.201,56.382,-19.046,40.248,-4.9021,-25.392,-44.667,-20.525,5.7543,-15.839,33.313,-9.673,-47.767,4.0061,13.115,-11.223,-7.5053
"447",60.343,-3.1974,-84.978,-38.211,21.041,-0.19873,2.5064,7.4037,23.08,45.243,16.164,34.85,-70.742,21.987,15.431,29.414,13.594,-50.253,31.352,-7.448,22.853,39.653,38.204,9.1486,-26.149,7.8507,-0.095844,13.86,-17.302,-2.1903
"451",92.733,-36.266,-100.25,-20.428,50.251,5.988,-3.0019,45.808,36.514,40.215,15.711,4.6514,-58.216,9.0773,41.888,38.221,4.4131,-15.095,-3.1651,-4.9805,0.54739,9.2426,18.164,9.8766,-5.7274,4.7514,11.306,-11.118,-4.0642,3.4627
"460",78.502,-8.3356,-79.558,-35.455,18.251,34.842,-5.8649,37.96,31.16,33.592,1.7662,39.669,-53.113,9.7807,36.541,5.5689,32.245,-34.038,11.836,-18.639,37.786,-18.495,-13.681,32.908,-38.996,-19.178,-0.24905,40.809,-17.17,-2.7173
"470",-14.522,8.1374,-73.766,-1.8108,38.262,-45.65,-5.4132,46.913,24.045,-23.168,61.209,3.3022,-16.481,18.551,8.3471,-74.04,20.75,-9.3531,-37.162,-39.015,-5.2164,10.439,52.727,25.991,21.621,11.024,22.078,51.706,11.219,-21.257
"473",-3.1489,5.968,-54.768,6.1168,45.839,-44.831,-10.605,54.847,18.589,8.1929,33.913,0.012583,-0.96081,25.287,-13.169,-16.19,20.491,13.353,-20.603,18.055,20.629,-16.95,8.2177,-7.4256,-3.9441,7.769,0.009235,-34.351,-27.999,3.0394
"482",51.964,36.416,37.123,-17.298,31.646,11.391,19.611,19.373,-6.9187,7.2565,-28.51,26.404,1.0153,-13.781,20.39,7.29,-21.967,-11.097,-42.872,-24.853,47.023,-23.292,14.491,-13.442,36.658,12.591,6.6785,-5.2724,-34.966,-28.941
"495",-192.66,-53.821,55.3,114.4,65.761,5.2572,32.862,-85.139,-46.581,5.3016,67.294,-2.7718,30.773,22.987,-12.019,-1.1554,-11.871,2.2481,13.346,-32.526,-23.618,32.171,-29.782,-14.088,15.493,17.473,-17.838,12.264,5.5975,-7.9687
"507",-294.98,-62.344,43.085,78.829,35.885,138.62,152.74,-64.447,-50.157,-55.934,3.0419,17.282,-61.263,45.126,21.762,15.905,-1.7225,-30.678,9.4711,16.075,-24.064,-2.2704,-17.67,2.9971,-26.588,-14.078,11.407,15.024,13.229,-3.903
"513",-140.49,-110.05,92.368,157.28,-17.229,20.243,-32.777,-23.696,-38.694,38.764,41.645,5.4837,28.671,26.053,12.143,-3.4693,11.173,-2.3953,57.303,-14.015,-41.198,23.21,-37.09,-18.555,-14.553,5.6144,17.147,31.959,6.852,-0.075058
"529",12.722,10.795,28.711,-54.755,-29.916,-30.057,6.6545,-25.108,-5.2339,-35.393,31.827,6.0777,-6.2148,39.093,-22.426,6.0859,3.5448,-12.988,13.15,9.4076,-22.505,-5.6104,2.2112,-3.695,-0.30374,-18.134,-28.869,-4.8284,-5.3759,-3.912
"530",-70.44,-1.6465,69.041,27.034,-49.179,-51.985,27.405,-7.1126,-2.6562,-8.7697,72.649,16.741,-29.642,17.959,-13.75,4.7458,19.734,-18.557,14.891,1.3963,4.1872,-3.9272,18.151,19.823,6.2864,-14.342,-2.1816,-8.9497,-32.157,12.004
"534",14.163,-3.0228,21.172,-75.998,-33.001,-26.661,-11.407,-27.998,8.1333,-32.57,17.376,25.408,3.245,16.828,-4.0293,3.5372,13.541,-20.619,14.667,10.872,-18.441,-11.428,-21.417,6.0328,1.9159,-16.579,5.3195,22.73,-10.357,-0.21624
