"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",27.102,-56.206,40.006,-3.1866,-8.7216,-10.745,-45.315,-22.58,63.49,-23.64,-18.634,13.91,-23.985,7.6548,11.113,15.247,9.2437,-40.07,-9.5954,11.192,-10.716,-7.2324,0.64229,-10.185,13.711,-5.2423,-6.7455,-5.8175,14.697,2.2598
"2",-4.1489,-90.533,25.291,6.3018,-11.892,-43.537,-53.124,-31.628,64.531,-54.145,-12.134,-14.368,-5.5646,21.163,2.361,9.6658,14.452,-23.375,0.58834,23.935,-9.0502,-5.6412,24.642,-8.3315,-1.9285,-9.2091,9.0837,2.2562,7.4694,9.0516
"4",17.832,-87.921,22.036,18.363,-0.025221,-20.425,-59.701,-28.489,80.292,-21.788,5.6888,27.898,-7.886,0.079836,10.088,-2.2141,14.907,4.9795,-0.35817,18.795,-8.7616,-11.17,11.198,-1.3321,3.0086,8.7198,8.9469,-15.868,-4.864,-0.2748
"10",-83.533,-99.404,50.751,86.282,-34.516,-39.919,-31.613,13.269,15.751,42.455,21.03,32.119,8.1853,-10.165,26.913,-15.247,35.426,1.7786,-16.986,-14.375,26.202,21.595,-12.076,7.6295,-1.2938,-21.431,35.933,-38.707,-7.8253,-7.0608
"16",54.735,-45.823,29.835,-3.9606,-3.501,6.0372,-62.495,-7.7137,46.246,1.6839,-18.544,4.3102,-2.1464,13.557,-4.826,1.5436,12.579,-6.6008,-5.4665,17.857,1.0596,-20.45,-0.37723,-8.5036,13.906,8.3575,-8.6618,-2.8937,-4.5857,-2.8566
"23",9.0631,-4.6998,-76.718,11.143,94.295,-41.741,-40.871,24.065,16.838,-23.557,11.7,-2.8654,14.193,15.975,18.938,-18.678,-14.012,1.3999,33.964,17.716,-13.191,30.421,-26.911,7.1086,19.866,3.9425,3.3001,-7.2356,-12.938,7.4654
"25",50.262,-5.3503,32.374,-8.9346,-2.1841,-3.3214,-32.586,-35.906,8.4455,-6.2334,-43.294,8.3662,4.66,-12.133,16.237,3.4439,4.237,0.33983,-25.765,-17.763,-14.888,5.016,-11.069,-16.827,-22.633,17.89,13.518,13.359,12.696,5.5533
"31",34.078,-46.83,42.222,-23.979,-12.334,20.343,-67.936,-21.27,40.385,-27.125,-27.82,-20.996,3.4998,5.1345,-5.0942,-11.085,24.842,-5.788,-21.039,0.32971,-18.752,-5.1983,-5.0627,-0.26823,-16.069,1.1883,-8.1589,19.502,13.049,11.256
"34",-160.91,-132.22,22.651,121.43,-22.503,-1.8735,-26.451,13.999,-10.431,38.857,33.267,4.1884,-11.367,6.0613,1.3812,-7.621,-8.4986,-12.108,-4.8534,-9.7333,20.317,7.007,1.7879,13.797,11.476,2.6564,0.66725,5.2205,-22.997,-20.688
"44",-77.162,-104.64,55.431,72.989,-7.4251,-14.576,-52.991,0.43042,48.392,20.12,21.696,3.633,5.1727,8.2575,-0.64807,-16.874,12.942,-3.9578,-4.0747,3.8317,32.099,-13.349,21.26,4.1832,-1.1003,-11.84,14.572,0.4226,-10.824,-8.6605
"46",-201.78,-77.842,21.089,112.92,-1.9705,10.923,18.424,-31.603,-62.3,40.684,25.653,-24.211,-20.302,-10.444,-8.5933,21.219,-11.813,-28.38,-35.282,-56.83,48.535,-17.282,11.316,-11.826,21.358,3.2652,-16.254,-12.609,-36.744,32.082
"61",-2.0709,-79.984,58.16,24.609,10.707,4.8174,-54.901,-4.5534,76.807,-2.897,-12.532,9.6475,2.9568,19.587,5.3234,8.1555,1.4012,-6.9507,-0.96314,28.384,5.6969,-10.256,18.717,-11.701,4.5654,-27.643,-11.96,13.602,-10.26,5.0516
