class_type,means,sds
rf,0.789963636363636,0.0280844064259425
rf_overall,0.784436363636364,0.0339979581302288
PCrf,0.792945454545455,0.0273448742685047
PCrf_overall,0.724436363636364,0.00939280540565117
svm,0.834472727272727,0.0104459252999388
svm_overall,0.847272727272727,0.0250038013638852
PCsvm,0.8112,0.0268923781023546
PCsvm_overall,0.853890909090909,0.016680567206005
nn1,0.824872727272727,0.0237752562534529
nn3,0.823709090909091,0.0248425122164233
nn5,0.816654545454546,0.0307120995350568
