"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"3",90.672,60.864,51.486,-44.449,-26.502,4.709,6.5886,0.88752,-8.3201,-17.507,5.5356,12.738,-17.154,-10.403,0.40734,17.755,10.447,21.233,-1.3464,14.758,3.7156,-10.539,5.2101,19.892,4.6455,-15.264,-18.505,-5.8129,-10.635,-6.5412
"9",110.91,65.021,68.903,-35.764,-15.847,11.52,17.281,-22.223,-19.444,-12.053,-1.3911,7.916,-6.3271,-13.277,-6.4204,-9.8837,-11.393,-7.7457,-19.902,-0.25302,21.796,2.1276,15.251,37.309,28.86,-7.9575,1.0204,14.523,-4.8953,3.4559
"11",89.18,47.514,45.982,-28.374,-36.965,1.2022,-8.1125,-29.772,-3.4232,-7.8933,-20.857,3.0157,-8.8484,-19.339,-11.478,15.811,9.8205,12.851,-11.247,-9.9904,16.511,-0.55924,7.9623,25.267,20.103,-6.692,1.3041,3.0635,-4.7092,6.058
"13",83.931,57.237,54.699,-44.964,-21.089,8.2141,14.431,-13.201,-17.26,-18.843,-10.029,4.7354,-14.375,-12.683,-10.013,19.202,-7.5033,15.123,8.3375,-0.30649,19.608,-18.537,6.3447,24.772,-0.081014,-25.783,-9.1905,-18.679,-22.068,15.781
"22",108.78,76.476,70.745,-12.639,-32.538,0.18193,28.083,-11.108,-29.425,-10.221,-0.12244,4.285,-11.808,-7.1712,0.18516,18.817,-21.872,9.119,-24.215,-1.2317,16.761,-1.0674,18.543,2.9784,12.998,-1.3229,5.2852,21.029,-4.1674,7.9022
"24",94.485,65.279,53.138,-26.984,-20.4,8.5086,25.882,-27.722,-28.674,-13.712,-1.8492,8.8827,-22.231,-21.057,-24.361,25.463,3.5337,18.749,7.0265,4.8887,21.271,3.8499,9.105,7.4809,20.057,-17.713,7.4359,3.252,-6.8499,8.4528
"26",99.377,70.722,66.984,-26.367,-28.441,9.4982,14.608,-15.687,-28.709,-14.378,-0.34293,12.626,1.9066,-5.0448,0.18743,24.963,-4.3591,25.716,-0.29422,10.709,6.6336,-8.8576,16.081,8.2923,5.4219,-10.605,-8.8085,-2.2046,1.8689,13.883
"30",-213.51,6.0295,30.999,35.194,-43.496,-13.383,-1.6054,-11.59,-51.946,-1.4246,-2.7519,-17.442,11.051,-46.159,-6.441,-13.171,27.109,47.078,7.5939,-5.1523,12.495,-5.8866,5.3843,24.234,-17.789,-31.421,-24.279,-6.9519,18.202,-18.874
"40",-167.59,-17.08,64.853,34.858,-25.875,-39.468,26.409,-0.57711,-24.64,14.247,-28.421,-36.816,51.56,-13.209,-1.4912,-8.1835,13.051,20.499,10.021,-0.11034,12.327,-22.813,-19.709,16.424,-0.14854,-24.046,-1.75,-22.232,12.677,-16.782
"41",-207.77,-26.401,65.768,39.062,-75.56,27.54,7.3096,4.5256,-60.196,-19.976,-10.428,5.7821,19.917,-26.517,-3.0257,-24.885,35.32,4.2666,12.847,5.2524,37.636,-17.289,-24.025,25.891,-15.216,-59.032,9.0851,-1.1854,13.37,-11.954
"48",97.753,87.021,68.144,-61.258,-44.063,14.077,12.084,-13.356,-36.558,-3.9371,26.262,24.583,6.2178,2.3836,7.8792,15.972,-18.059,19.658,19.921,24.71,12.556,-39.465,21.773,17.322,-21.132,-26.469,-11.807,-9.2555,-0.0053658,3.3373
"50",87.845,67.232,67.149,-64.032,-21.181,23.056,17.755,13.268,-15.834,-27.049,7.6615,17.387,-10.254,-4.7223,-6.9555,31.363,-26.124,-2.2429,10.946,36.27,4.7992,-10.63,-10.076,5.0616,20.497,4.6354,-23.857,-10.097,17.371,-7.0803
"51",82.068,68.042,53.928,-48.933,-10.245,28.143,30.178,0.77172,-27.418,-21.348,4.8453,8.8102,-13.558,-24.621,-20.045,23.456,-46.106,2.6706,22.802,17.224,-12.014,-7.3189,2.679,-6.0714,8.1601,-0.46984,-4.7905,-6.0206,1.0718,-7.9171
"52",-182.13,-26.751,61.7,47.063,-93.943,27.689,28.6,9.1278,-67.73,-47.559,-18.072,-11.604,18.008,-14.153,-14.419,-22.41,7.0885,23.111,9.291,22.154,44.698,-0.29555,-7.2318,21.573,-1.8634,-43.887,-3.0516,-5.3514,14.265,-6.5293
"68",-156.61,-0.92163,90.141,50.645,-66.019,5.0493,8.9964,0.50135,-49.311,-8.1271,-9.658,-22.314,53.323,-11.797,-5.7747,5.0277,22.053,13.991,-13.581,14.524,44.135,-13.269,-0.97869,25.17,-6.2519,-29.992,-8.7729,-13.47,-0.77363,5.6496
"70",-177.27,20.462,94.203,26.216,-58.008,-14.532,34.343,14.643,-39.474,-12.329,4.351,-46.373,46.76,7.7316,-5.8966,23.815,-6.5867,15.82,-23.28,28.915,25.887,-24.413,-4.7129,40.128,52.583,-25.756,-9.8636,-1.1543,5.5741,9.0921
"76",-179.31,-8.294,94.973,56.52,-78.585,38.316,-18.099,-14.493,-39.308,18.768,0.14732,6.4574,-4.1139,-13.689,8.705,18.727,19.186,-17.719,-47.911,5.7337,21.736,-25.301,36.376,-19.276,-14.158,0.8471,-16.603,6.2491,-10.658,0.78718
"81",-203.78,-0.20929,43.68,33.064,-58.172,8.7331,-10.803,-24.922,-47.279,32.02,-17.456,10.463,-24.148,-18.879,9.5413,6.6059,10.407,-1.875,1.6569,-12.491,-9.1858,-38.617,49.767,-21.862,5.8625,-39.999,-6.2704,-3.4973,-11.657,19.121
"89",-126.39,-49.373,28.615,68.92,-100.28,61.911,-1.4128,-22.792,-34.439,2.624,-15.033,-2.3017,-9.941,-15.887,-15.449,6.1294,-7.0012,-3.9937,-15.362,21.589,38.146,-17.708,21.74,-25.261,-14.737,-32.935,17.765,13.514,-16.081,-19.011
"91",101.67,59.996,56.459,-2.9068,-22.314,4.8381,24.239,-18.794,-39.398,11.604,-10.835,22.154,-18.794,-12.544,-16.5,2.7848,13.267,-0.42584,-15.19,-10.722,28.155,0.16675,-7.4892,11.611,20.753,-7.5729,1.7902,-6.845,-34.202,13.451
"113",-178.79,-19.035,-4.1143,44.407,-34.604,10.312,-35.463,-34.5,-27.14,46.458,6.4868,23.474,-37.366,-21.915,20.682,-0.51088,6.6412,4.9391,-3.0104,13.042,-5.1276,-9.7127,-1.2818,-7.4625,-11.698,-14.735,-4.6989,7.323,-6.2208,-4.3956
"115",98.908,58.384,56.727,2.7662,-18.882,-0.37941,15.675,-15.632,-28.717,2.6173,-11.195,13.268,-22.024,-19.456,-9.1335,5.3683,10.689,5.9923,-6.9956,-17.125,20.331,-0.28828,0.75171,2.4629,16.402,-12.471,1.1543,-4.0975,-17.002,18.393
"116",99.997,53.655,20.607,-47.076,-20.664,14.123,19.742,-6.9628,-16.492,-4.9865,6.9217,25.135,-9.4913,-6.5886,1.5315,2.3752,6.1026,14.406,-6.689,15.219,16.581,1.6989,7.296,27.101,40.433,-5.0135,-4.5051,-14.617,-27.696,8.2983
"117",111.26,58.611,44.209,-3.1743,-21.206,11.683,17.523,-24.83,-19.721,17.553,-11.564,16.87,-20.111,-7.6166,-12.197,-9.4095,17.62,0.17837,-13.228,-10.191,32.354,-6.722,-16.544,8.1339,25.452,-0.84976,8.7107,7.1027,-12.418,15.406
