"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",-6.3503,-6.4124,-6.5256,-6.6713,-6.83,-6.7271,-6.115,-5.5539,-4.932,-3.2831,-0.87712,-5.1691,-6.9042,-6.269,-6.0885,-4.8413,-4.7958,-5.9099,-6.8102,-6.2797,-4.938,-2.62,3.3003,24.659,15.891,-15.367,-15.187,6.5701,-1.7971,-36.108,-30.119,1.4667,-22.865,-17.022,11.745,2.6557,-29.366,-47.46,-40.599,-15.839,4.4951,8.1491,8.5392,6.2165,6.4848,5.8238,6.1307,7.2403,5.8632,2.9447,-0.38624,-2.2469,0.27955,6.816,9.7206,9.8575,9.7671,10.211,10.571,9.602,8.1483,5.1901,2.0496,3.4987,4.5911,3.2091,3.1345,4.6764,6.6633,7.3247,6.1569,3.6797,0.31918,-0.80058,-0.98201,-3.6613,-15.157,-12.948,32.897,46.388,33.08,9.7007,8.5923,9.9433,12.999,11.8,11.211,12.315,12.545,11.711,11.39,12.645,13.796,12.267,9.8364,9.9726,10.666,4.4229,-11.891,-15.748,0.78998,0.80262,0.85245,1.0181,1.2985,1.8378,3.5893,4.9779,5.8024,7.5488,10.34,3.4444,-1.3106,-4.8676,-8.117,-6.6521,-4.3249,-0.86571,2.9371,5.5518,7.8731,10.828,15.613,39.28,41.123,16.528,17.331,29.479,18.334,-9.4342,2.8839,20.896,14.779,14.317,8.5375,9.85,-0.39093,-21.718,-11.759,2.6739,-4.6618,-3.0484,-3.4146,-4.2511,-5.5469,-7.115,-3.4134,-1.6765,-2.2197,-0.76385,1.8417,4.2534,0.93818,-9.4241,-14.916,-14.131,-12.549,-10.754,-7.1827,-4.3657,-3.1221,-3.1453,-3.8911,-3.9393,-3.6225,-2.4383,1.9267,5.727,7.9771,6.4397,1.3708,-3.5951,-6.6324,-11.727,-12.725,-9.1199,-17.156,-19.523,7.9474,19.157,-0.11035,-22.504,-18.529,-11.85,-16,-17.951,-9.1521,2.4936,-0.39076,-3.778,-6.8072,-5.4471,-2.3507,-6.2514,-10.07,-10.323,-9.1023,-12.206,1.7014,9.8896
"2",-6.0166,-6.0786,-6.1918,-6.3375,-6.4963,-6.3933,-5.7812,-5.2201,-4.5982,-2.9493,-7.1262,-9.268,-10.005,-9.5826,-5.6433,-1.6983,0.020384,-3.3161,-7.0645,-6.8913,-4.7968,-1.4202,4.5602,19.505,5.5061,-20.531,-18.902,-6.9987,-15.065,-27.681,-23.423,-16.121,-25.019,-18.327,-3.11,-6.3621,-21.499,-35.62,-37.821,-27.238,-10.848,0.77915,4.7854,6.856,7.4698,7.3598,5.018,2.8414,0.82724,-2.2428,-5.3946,-7.3368,-8.0737,-1.8102,3.7069,4.5792,6.8693,9.9663,10.815,11.07,10.164,8.4324,6.2278,6.6004,7.2327,6.0338,5.9323,6.1357,6.4459,5.5684,3.4357,1.6287,-0.51038,-1.9898,-1.7443,-6.7829,-16.726,-0.89101,47.698,52.426,37.002,14.692,14.362,15.035,16.057,14.377,12.792,14.042,16.474,17.174,16.64,16.268,16.537,15.038,12.608,12.744,13.459,12.077,-8.8161,-17.829,0.020322,0.032963,0.082796,0.24844,0.52885,1.0682,2.8197,4.2083,5.0328,6.7791,0.56849,-2.7525,-4.8619,-8.0313,-8.8187,-9.0856,-7.9733,-2.8144,5.4168,11.326,14.732,16.735,18.63,37.623,37.537,12.51,12.388,20.804,4.9995,-4.9683,14.898,18.7,10.917,8.8705,0.83487,4.383,0.54121,-13.065,-13.271,2.1797,5.4448,-1.8732,-0.68188,0.65059,0.80025,-0.72043,-1.2438,-2.0282,-1.6247,0.12399,2.6732,5.3284,0.23884,-9.559,-13.238,-13.528,-11.951,-10.726,-8.4731,-9.574,-11.477,-11.626,-9.0716,-2.1121,6.1253,12.931,15.059,12.658,7.9346,3.5325,-0.37956,-3.4268,-4.4237,-6.0449,-21.211,-30.35,-27.178,-18.385,26.71,33.401,6.6021,-19.526,-12.959,-0.51667,-5.1828,-7.3665,-8.4012,-4.3102,-1.1175,-5.131,-8.2626,-11.372,-9.4259,-7.3665,-11.185,-11.438,-10.23,-7.0923,-2.5859,-3.983
"3",-6.5903,-6.6524,-6.7656,-6.9112,-7.07,-6.9671,-6.3549,-5.7939,-5.172,-3.5231,-1.1171,-8.048,-11.483,-9.8246,-8.5829,-6.8032,-13.366,-18.466,-15.945,-12.636,-12.559,-13.284,-9.7979,14.893,0.82642,-11.655,7.3492,19.069,-27.088,-35.485,-3.4636,-9.3456,-21.929,-20.009,-9.6247,-4.8061,-7.6267,-12.925,-14.826,-12.078,-1.7939,6.5144,8.893,11.784,11.015,9.1211,7.7983,6.008,4.6706,2.3674,-1.2653,-3.258,-4.1625,1.3344,5.9096,6.3079,8.6937,11.92,11.651,10.165,9.3206,10.29,10.892,9.0146,7.2352,6.1924,5.8321,5.8375,6.4343,6.3791,3.8676,1.0958,-0.56093,-0.65792,-1.2557,-10.171,-24.509,-17.89,24.684,43.054,40.124,13.357,10.386,6.7998,9.5265,9.0853,8.1605,8.5176,9.2096,9.4405,9.1733,11.703,15.078,13.549,11.118,11.254,11.942,6.0057,-10.038,-13.896,1.1495,1.1621,1.212,1.3776,1.658,2.1973,3.9489,5.3375,6.1619,7.9083,10.7,3.4587,-1.1705,0.3546,1.6123,2.8615,-0.80992,-3.7882,-4.8357,-6.7324,-3.5593,1.1655,7.253,29.973,23.776,10.102,17.214,33.672,10.088,-13.795,16.517,9.2161,-3.128,6.6081,5.9947,2.4773,-0.80924,-8.3291,-8.3336,-4.1825,1.9266,2.4074,0.15169,-0.60418,-1.1136,-1.9645,-1.2959,-0.36929,1.4247,4.5285,7.5929,10.329,5.4949,-4.2381,-7.3639,-6.911,-5.3323,-3.7309,-2.1819,-1.826,-1.3104,-0.71595,0.31439,0.75218,1.7199,3.7404,5.8522,7.201,7.8789,4.3985,-2.8284,-7.4143,-7.7827,-6.208,-3.2728,-17.425,-25.216,-21.019,14.492,37.689,10.637,-20.298,-12.986,0.51114,-3.3947,-5.1614,-3.9339,-2.9504,-5.9644,-9.6973,-12.727,-9.1919,-2.794,-6.6947,-10.513,-10.766,-9.5446,-12.789,1.0051,9.1933
"4",-6.2723,-6.3344,-6.4475,-6.5932,-6.752,-6.6491,-6.0369,-5.4759,-4.854,-3.2051,-0.79907,-5.1834,-6.9857,-6.166,-5.4696,-2.9618,-0.77311,-0.083736,-0.68339,-1.5494,-2.0804,-0.43133,7.162,17.928,4.6314,-10.469,-7.9937,-6.1167,-26.536,-27.478,-13.062,-9.6878,-15.634,-21.447,-13.671,-10.345,-16.973,-27.382,-35.788,-35.494,-17.751,-1.5562,2.3135,4.2933,5.4597,3.2483,1.5014,-0.25498,0.78116,0.51483,-2.8803,-5.1691,-6.3744,-3.2092,-0.60321,-0.23392,1.9064,5.228,6.5286,6.9894,6.4451,5.1042,3.4604,4.1529,5.0482,4.1159,3.7708,3.5865,3.6902,2.85,0.90668,-0.34088,-1.695,-0.6675,-0.39377,-3.9687,-10.999,3.1574,42.836,50.172,36.587,17.903,15.595,10.067,14.144,15.725,12.505,10.303,10.837,11.231,10.184,9.6561,11.177,11.298,8.8671,9.0033,9.7067,4.3959,-11.388,-15.246,1.5899,1.6025,1.6524,1.818,2.0984,2.6377,4.3892,5.7779,6.6023,8.3487,11.14,5.0627,0.85579,-1.6832,-4.3436,-3.8509,-3.4503,-3.6232,-2.7675,0.2648,4.8548,10.872,17.708,35.448,35.938,17.869,16.53,17.523,-0.85973,-6.4907,8.6488,11.088,1.6362,2.2953,8.3337,7.1626,2.2746,-3.0587,-13.352,-10.442,7.8209,7.1981,-4.6198,-4.9842,-6.2206,-4.6433,-3.7193,-4.7609,-0.98899,3.5353,6.3764,9.395,4.8602,-6.5036,-11.322,-10.732,-8.7335,-7.1985,-4.865,-4.3266,-4.5102,-4.323,-3.4896,-0.46331,3.2912,6.0607,7.7474,7.4065,5.0321,2.2631,-0.78122,-2.8591,-2.7958,-6.9221,-8.6449,-5.9442,-14.301,-16.025,10.831,16.303,4.3956,-14.382,-12.45,-7.9221,-12.344,-14.499,-15.241,-7.1095,1.8475,-1.8996,-4.5383,-7.4327,-6.7399,-6.4859,-10.304,-10.558,-9.3417,-11.208,3.5113,11.699
"7",17.306,17.244,17.13,16.985,16.826,16.708,18.203,19.806,20.428,21.43,23.232,25.673,27.013,27.708,28.033,26.546,24.214,20.53,16.908,14.169,12.244,5.2437,-4.0179,-10.682,-22.381,-29.173,-24.946,-18.516,-12.506,-4.7066,-13.147,-18.427,-14.224,-22.149,-23.426,-21.164,-15.211,-7.7854,-4.6043,-4.9499,-3.948,-4.276,-3.2161,-2.1385,-2.317,-3.0798,-1.5455,0.94334,2.0372,0.82875,6.6832,16.849,24.448,8.4061,-26.792,-29.855,-6.2819,-11.367,-11.075,-7.2182,-5.4901,-4.9295,-4.96,-3.3555,0.13243,2.8743,5.1456,6.1736,6.298,6.7578,6.9382,7.5064,8.0478,7.7825,8.3792,11.976,19.475,27.848,8.4241,-6.6469,-1.7694,9.3245,8.9455,11.388,14.757,14.184,10.436,4.9346,-1.5758,-7.8054,-12.762,-15.472,-16.29,-17.916,-20.027,-19.016,-16.865,-13.748,3.5201,14.7,1.6672,1.6799,1.7297,1.8953,2.1757,2.4107,1.679,1.1807,2.0052,3.1177,2.8959,3.5067,4.3145,0.31686,-3.2933,-9.0358,-14.159,-14.907,-15.625,-17.275,-20.335,-27.948,-34.776,-34.844,-18.925,-8.9365,-22.557,-37.274,-24.068,-4.8876,-6.1936,-21.97,-32.146,-28.842,-26.17,-18.645,-13.247,-10.083,-6.5035,-4.6713,-1.3217,1.6351,3.7235,4.586,4.4491,4.1938,8.7849,11.876,11.106,11.985,21.055,22.688,0.381,33.581,43.211,28.432,35.845,28.53,15.523,17.611,19.42,20.874,22.343,21.967,18.751,14.102,9.0602,5.3484,3.1958,1.5939,0.95528,2.063,4.7642,9.0368,14.727,20.361,24.373,27.489,11.111,-6.6184,-4.6937,-7.6371,-13.822,-10.59,-5.0222,-6.9994,-7.2626,-6.1959,-4.6129,-1.5343,3.9267,8.8235,10.283,6.5515,0.39387,-3.7131,-6.7677,-10.614,-23.521,-29.681
"8",13.713,13.651,13.538,13.392,13.233,12.894,11.619,11.058,11.68,12.748,12.913,13.839,15.814,15.493,13.609,11.532,5.0316,-2.1792,-7.5538,-10.892,-11.622,-15.354,-20.287,-22.368,-17.062,-11.228,-13.104,-14.052,-7.5145,-0.22798,-8.0046,22.156,18.414,-8.5791,18.166,40.169,21.999,-11.171,-31.988,-38.368,-18.682,17.578,27.418,12.872,-0.26111,-10.427,-15.01,-15.11,-13.358,-11.45,-11.783,-10.41,-4.8992,4.064,7.897,1.8591,-16.076,-33.581,-33.297,-24.271,-22.121,-14.795,-10.247,-0.61664,7.0196,5.9447,4.4431,4.5441,6.4453,13.261,18.54,19.402,19.746,18.514,14.71,10.151,10.236,14.369,-12.787,-33.334,-24.91,-2.4234,9.8383,15.093,15.131,9.3031,2.5024,-3.2329,-8.4608,-12.746,-15.938,-17.541,-17.739,-12.819,-6.3739,-4.9822,0.16918,4.2759,66.581,91.598,-2.6561,-2.6435,-2.5936,-2.428,-2.1476,-1.9437,-4.1471,-5.7312,-4.9067,-3.3612,-3.2049,-2.6201,-1.0386,-6.6396,-11.264,-10.028,-14.287,-16.414,-11.187,-6.3904,-5.3471,-11.323,-19.987,-24.848,-25.884,-26.407,-32.306,-40.547,-42.837,-39.083,-36.443,17.492,28.048,21.173,26.519,19.846,22.036,22.259,10.454,1.5698,13.576,18.305,7.6759,5.1499,9.3065,10.915,11.924,12.525,13.467,14.587,16.624,17.717,12.52,-0.024045,-6.9894,-3.3736,5.5323,9.1405,8.0471,6.624,9.8467,9.9443,10.513,9.7112,3.3376,-3.9498,-6.3456,-5.1532,-1.379,2.5054,4.9302,7.1233,8.8984,9.6936,10.789,12.174,12.077,13.164,1.8993,-10.791,-2.649,1.5488,0.32178,-1.6757,-5.9859,-7.0783,-5.8088,-3.7657,-1.7551,1.2343,5.2139,7.2845,5.4225,0.87422,-5.0852,-7.3828,-10.728,-12.036,-18.458,-24.345
"9",-7.6192,-7.6813,-7.7944,-7.9401,-8.0989,-7.996,-7.3838,-6.8228,-6.2009,-4.552,-2.146,-7.8668,-10.563,-11.508,-12.793,-11.268,-9.485,-6.9923,-4.3536,-6.0331,-9.2702,-11.196,-9.0945,2.1359,12.571,7.2179,1.7682,10.014,2.0459,-35.278,-31.849,9.4849,-8.6869,-16.233,-5.311,-3.8066,-27.625,-46.745,-42.394,-19.606,1.1759,5.4357,7.255,8.7567,10.113,8.2434,6.4966,6.9706,7.275,4.9802,1.6745,0.1536,1.3736,6.6205,9.4107,9.7669,9.9986,10.893,11.518,10.442,8.5716,6.5742,4.9272,2.8138,0.65092,-0.88523,1.6825,5.2355,6.8868,8.0798,6.8812,2.9134,-1.1153,-3.5859,-4.4642,-6.1401,-17.664,-17.085,43.136,53.051,35.44,11.375,4.5661,2.4897,2.1286,0.9321,5.725,14.267,18.22,13.541,7.9769,9.8529,11.719,10.191,7.76,7.8962,8.6096,2.2678,-14.237,-18.094,1.5248,1.5374,1.5872,1.7529,2.0333,2.5726,4.3241,5.7127,6.5372,8.2835,11.075,5.0783,0.93024,-2.1334,-4.7855,-3.3802,-2.3567,-2.573,-3.8569,-8.5293,-11.296,-2.9886,11.689,21.178,49.449,45.677,14.752,24.593,23.716,-5.5407,2.2022,23.023,10.186,5.6751,6.0158,2.8128,-2.8484,-18.96,-9.8999,2.413,-4.3018,-2.1227,0.41905,1.2482,-0.28299,-0.90411,-2.2052,-0.97832,1.2252,2.0145,4.5807,6.5709,2.3309,-8.4988,-13.699,-13.302,-12.372,-11.502,-8.4761,-5.445,-3.0759,-1.1399,-0.68537,-0.2883,-0.056931,-0.11585,1.0071,4.4525,10.289,10.662,4.3315,-3.9072,-16.305,-21.074,-15.779,-13.984,-13.648,-5.5121,15.774,12.046,-1.6475,-22.105,-17.241,-4.2628,-4.4906,-5.1886,-7.1781,-9.9419,-13.565,-12.304,-8.779,-6.2915,-1.3126,-5.2133,-9.0319,-9.285,-8.0756,-11.189,2.7717,10.96
"10",11.347,11.285,11.172,11.026,10.867,11.161,14.31,16.884,17.506,18.834,23.248,24.258,19.362,9.58,0.92782,-5.6586,-8.4218,-3.5761,2.7975,7.2666,3.6936,-3.5378,-9.128,-13.233,-12.676,-14.533,-18.518,-18.428,-14.111,-8.5837,-16.071,-28.021,-24.153,-19.608,-19.026,-14.483,-8.4904,-2.7357,2.2631,3.8142,4.8753,5.0855,3.6659,3.2275,1.5697,-1.2445,-4.1749,0.036786,11.148,22.158,28.328,30.706,29.485,-14.578,-54.668,-47.271,-17.161,-2.6345,2.2277,5.4886,7.0484,7.9551,8.2662,7.5572,6.9258,6.9541,7.0374,6.8724,7.0009,11.421,15.227,15.609,15.877,15.357,16.083,20.014,27.741,36.596,11.445,-7.7827,-3.2238,7.4523,8.6102,2.7502,-4.8277,-5.5865,-6.0584,-8.9924,-10.823,-11.804,-13.483,-12.678,-10.946,-13.411,-16.006,-15.247,-11.484,-4.9232,-7.6306,-6.2235,-4.7229,-4.7103,-4.6604,-4.4948,-4.2144,-3.5597,-2.8832,-2.6106,-1.7861,-0.2008,-4.1961,-7.8832,-8.2326,-7.4675,-4.2181,-1.6489,-1.1035,-4.2415,-9.4695,-14.451,-20.906,-24.557,-25.302,-25.692,-20.427,-10.427,-7.9367,-11.088,-6.6833,-1.1085,-7.731,-14.654,-19.126,-20.103,-16.485,-10.118,-4.0037,0.31068,2.7903,4.0987,3.1137,1.8468,3.5302,4.0599,4.0781,5.957,7.7031,17.01,19.638,6.3386,-3.5413,-7.6201,-14.413,35.894,42.673,33.145,28.344,12.111,11.16,11.419,11.166,10.071,9.6627,10.608,11.541,11.087,9.1043,5.9865,2.9434,-1.3228,-3.7137,-2.7924,-0.64135,2.9923,8.8622,15.105,19.476,23.253,12.046,-5.4234,-6.0354,-4.7979,-7.2813,-10.853,-12.026,-8.2296,-2.7575,-1.0944,-1.11,-2.305,-1.9592,0.75878,3.4144,3.534,1.693,-0.15641,-7.5968,-15.926,-4.1598,1.3283
"11",-6.3682,-6.4303,-6.5435,-6.6891,-6.8479,-6.745,-6.1329,-5.5718,-4.9499,-3.301,-0.895,-10.263,-15.039,-13.375,-12.137,-10.659,-8.8794,-10.327,-11.366,-9.719,-9.5075,-9.7792,-6.4227,3.4005,23.14,11.414,-2.7705,8.1267,-10.729,-24.752,-11.427,-2.917,-14.717,-12.905,-1.1445,5.3976,2.2065,-13.482,-29.053,-25.374,-10.059,-0.63274,2.906,7.1154,7.2859,7.4927,6.6993,4.1516,1.6186,-0.16904,-2.6049,-3.4225,-3.415,-0.15744,2.5394,3.0314,5.172,8.1719,9.1574,8.5446,7.063,7.916,8.44,6.256,4.1511,3.05,3.1639,3.6037,4.0587,4.5279,4.175,3.4064,2.9965,0.50936,-1.8492,-5.7999,-22.606,-23.442,12.378,41.049,40.796,18.318,11.212,13.314,13.303,13.007,10.235,8.6516,9.1602,10.132,10.598,10.415,10.333,10.875,10.948,11.084,11.8,10.464,-7.9778,-15.887,1.6764,1.6891,1.7389,1.9046,2.185,2.7243,4.4758,5.8644,6.6889,8.4352,11.227,1.3846,-4.285,-2.7009,-1.4032,0.12424,1.2413,-0.62296,-3.0909,-3.8485,-2.8252,2.2472,7.2919,10.964,41.431,40.388,16.133,30.308,16.04,-12.66,8.2595,17.369,5.3445,3.4345,3.7572,5.2148,10.312,4.9593,-6.2368,-0.71538,1.4053,-6.8151,-5.8505,-6.7859,-4.4902,-3.3947,-5.0903,-5.5742,-4.93,-2.2397,1.731,5.243,1.4412,-10.082,-15.096,-14.828,-13.02,-11.373,-8.9552,-6.8663,-5.4039,-3.8199,-2.3152,-2.9886,-2.2381,1.4697,4.8986,6.4646,5.7767,3.7015,1.5577,-0.097733,-2.6706,-4.2026,-7.6369,-9.8782,-15.161,-14.407,-5.5631,9.0732,3.2237,-9.6276,-8.238,-4.6895,1.8574,-0.054997,-0.58323,-1.2955,-1.1039,-1.5786,-4.8926,-7.9584,-10.652,-11.401,-11.498,-11.751,-10.544,-7.4243,-1.8729,-2.7372
"12",-6.9909,-7.0529,-7.1661,-7.3118,-7.4706,-7.3676,-6.7555,-6.1944,-5.5725,-3.9236,-1.5176,-8.2221,-11.422,-9.1342,-7.2168,-4.9659,-8.0908,-10.397,-9.2398,-9.6496,-11.181,-9.1867,-1.2272,19.169,9.8888,-8.4864,1.7332,2.6713,-13.735,-19.764,-15.705,-23.892,-33.642,-24.583,-5.214,-6.7029,-15.011,-24.666,-26.756,-18.713,-8.1485,0.35517,5.8855,8.0221,9.1401,9.1969,6.5414,3.5294,3.1897,1.6712,-2.4049,-4.8207,-6.1337,-1.4177,2.8755,3.905,6.7949,11.241,13.971,14.839,14.743,13.673,11.556,8.7117,6.3815,5.4689,5.5316,5.4781,5.3666,4.2107,2.0558,0.64408,-0.80679,-1.5961,-3.5781,-14.725,-32.513,-11.336,45.983,49.428,33.705,15.552,11.99,7.4356,7.7679,4.903,2.8016,2.6303,2.2667,5.0202,8.2157,8.4675,10.147,10.432,8.0016,8.1378,8.8435,3.3457,-12.602,-16.459,1.4072,1.4199,1.4697,1.6353,1.9158,2.4551,4.2066,5.5952,6.4197,8.166,10.957,3.4476,-1.4403,-0.48205,0.1007,0.81028,-4.7194,-9.8168,-9.5203,-8.1488,-4.1816,4.1082,15.069,48.367,39.916,4.7732,23.122,26.544,3.7302,-7.0156,5.3734,4.1485,3.4377,4.2309,-2.3886,-1.8667,-3.1224,-10.469,-11.262,-1.5283,0.60935,-2.7278,-1.8199,-0.65195,-0.81632,-2.4962,-2.8351,-2.9826,0.39494,4.9335,8.4708,11.642,7.2306,-2.6915,-6.4055,-6.6033,-5.5767,-3.8336,-1.8725,-2.3356,-4.3326,-5.7166,-3.4609,1.9511,8.6538,13.002,12.442,8.6821,4.1737,0.57186,-2.4741,-4.5435,-4.5259,-5.3481,-10.887,-14.175,-17.051,-16.755,37.564,35.62,-0.25041,-19.129,-17.04,-11.052,-14.886,-16.045,-9.7676,-2.651,-4.9516,-4.082,-2.0038,-5.2746,-5.7364,-7.0153,-10.834,-11.087,-9.8727,-11.979,2.5577,10.746
