"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"8",-161.21,-30.42,38.295,63.55,-89.204,7.2088,26.791,18.381,-53.325,-28.937,0.95641,-13.234,31.508,14.503,7.7921,7.9118,8.9511,11.995,-30.767,18.162,53.64,-3.5349,-3.1134,6.5179,16.113,-11.838,12.562,16.113,-5.1089,5.4452
"12",96.581,74.16,56.006,-43.725,-10.824,10.088,15.197,-16.068,-26.082,-22.173,23.292,15.856,-15.574,-14.989,-0.27369,3.5628,-3.263,18.165,20.191,8.5189,9.2332,-10.868,24.076,24.127,4.5906,-28.917,-9.9453,-10.057,-14.326,3.1812
"20",110.27,68.574,54.105,-40.621,-25.528,8.433,14.159,-21.363,-19.488,-12.376,-5.3648,6.0749,5.2519,-8.9075,-8.2371,18.612,-13.158,16.259,-15.765,21.19,2.7232,5.7039,22.101,30.633,30.989,-6.148,-6.8888,8.6329,2.0369,-3.9265
"28",-169.48,-15.655,63.245,47.391,-73.432,20,7.0544,-3.6447,-66.861,4.9719,-16.514,-24.473,53.453,-0.91438,-12.557,-23.232,24.134,16.775,-15.161,7.1341,32.501,-20.689,-3.0519,20.64,-9.2909,-23.538,-5.1232,-15.251,-9.1361,-2.8386
"35",-177.51,-36.017,55.628,45.763,-84.998,40.943,30.085,1.3391,-95.139,16.362,-5.5229,9.1451,48.654,-45.349,7.6744,-17.277,29.669,-7.4174,6.8684,14.216,30.838,22.029,-12.497,21.616,-31.961,1.2536,-1.9021,-10.605,10.675,-28.422
"36",-230.3,21.052,8.0989,31.201,-30.929,-5.7959,-8.3569,-26.652,-20.928,57.186,-4.6159,28.093,-11.684,-35.878,23.106,-1.0041,1.5583,-7.127,-37.123,-1.4366,-11.049,-17.984,18.217,-30.135,5.5149,-24.343,0.42676,14.072,-26.301,7.0897
"39",-191.33,-9.9262,65.579,45.83,-35.587,-8.6246,9.6209,7.4555,-55.434,11.89,-13.516,-33.261,45.354,-27.63,14.103,3.2625,37.13,18.088,-11.29,5.872,30.843,-17.913,-16.625,24.558,-17.565,-22.026,-8.3411,-21.582,16.85,-6.4574
"43",108.94,74.036,57.573,-49.169,-28.259,17.426,21.002,-14.57,-10.16,-10.791,1.3694,13.507,-6.229,-31.682,13.52,19.549,-15.08,14.93,1.4898,17.065,13.453,7.0667,23.412,30.098,7.39,-13.171,-12.382,0.1182,-11.668,-4.1647
"55",96.472,83.537,62.873,-33.683,-0.21691,22.594,32.083,-17.253,-27.729,-6.1846,4.4765,33.156,-9.102,-14.938,-1.3255,10.181,-36.496,1.3452,17.344,33.175,9.5908,1.0179,11.87,9.6309,2.2395,-3.7816,-1.5903,-4.7064,-1.444,-13.328
"56",88.435,67.291,66.387,-48.438,-3.6737,27.761,31.354,-22.89,-35.984,-15.882,12.446,23.117,-20.613,0.72677,-5.6773,3.8218,-19.986,8.9379,15.821,11.015,17.007,-5.3637,2.0412,14.952,2.0348,7.9143,-10.826,-7.6557,-0.26785,0.63822
"59",87.718,79.679,85.299,-67.82,-2.5575,25.472,35.875,-23.722,-28.458,-35.682,11.218,32.085,-14.776,-29.539,-18.691,15.345,-44.464,-4.3518,8.1209,9.2965,10.539,-6.6337,19.476,17.911,-6.1939,-16.794,-12.039,14.754,0.93592,5.8785
"66",88.155,74.814,98.547,-37.112,-0.42699,27.724,26.856,1.1169,-39.701,-26.297,16.102,39.118,-6.7873,2.7269,-6.8661,4.5006,-7.8622,-9.6592,9.8213,23.032,11.635,-11.278,15.412,-0.091933,6.1266,-3.2372,-10.299,10.161,-9.0351,14.719
"67",-227.42,-1.8109,55.845,33.203,-68.987,50.7,7.6344,-10.261,-65.246,20.621,3.1095,21.154,-40.613,-33.376,3.7421,-20.561,26.608,0.0072235,-14.058,0.54613,16.304,-12.061,3.2013,6.4001,-18.707,-27.66,8.0994,-6.3812,-3.0634,0.74161
"72",101.29,80.946,66.129,-46.19,-38.191,18.506,13.935,-17.699,-12.586,-14.222,3.6226,23.44,-3.1077,-14.467,-9.2709,27.137,-33.216,-6.8743,2.6187,5.9951,3.6674,-1.4271,12.55,23.319,-5.6775,-18.819,-12.179,16.869,-22.866,29.653
"80",-176.56,15.691,53.946,22.487,-77.539,-21.685,14.023,-7.9296,-22.51,-40.135,-12.611,-14.996,37.17,22.259,-20.999,-2.0066,-23.386,19.005,-6.7605,16.723,16.752,-8.5501,-0.62149,23.659,29.958,-34.829,-17.894,20.536,-6.9425,19.972
"86",-232.48,5.1056,52.362,43.869,-65.116,46.524,4.0912,-13.64,-75.016,31.884,3.8741,12.124,11.637,-30.101,6.843,6.7617,-3.3679,-5.4852,-52.538,25.744,22.386,-17.212,34.894,-12.618,-17.911,16.255,-12.325,-7.5417,-26.941,3.0379
"88",-161.58,4.413,76.445,47.067,-58.894,1.5175,24.423,-0.81432,-58.666,-6.6399,-12.634,-32.005,64.36,-15.621,-10.212,12.909,12.391,12.904,-20.525,30.377,44.25,-14.275,-9.2292,18.711,7.8558,-19.989,-20.85,-3.4722,-12.952,3.9983
"92",-129.11,-42.318,20.768,47.075,-71.825,38.13,24.915,20.787,-61.793,-51.612,-9.1371,11.915,38.02,-19.488,-15.249,2.6957,6.7969,-1.5444,-23.512,18.023,53.781,-15.312,11.335,-12.167,7.107,-72.249,10.198,16.526,-18.946,22.183
"97",89.012,57.626,39.389,-27.577,-17.273,11.792,15.404,-14.143,-32.365,-3.3611,-6.756,12.106,-1.6414,-19.227,-5.7836,14.468,-10.966,11.277,-10.34,4.167,19.056,-19.501,5.7569,26.593,10.044,-8.7279,5.8764,3.366,-15.891,10.671
"99",107.76,67.246,48.726,-19.866,-18.207,11.178,38.346,-11.186,-33.711,-16.257,-3.2994,13.9,-15.806,-1.7074,-7.0802,21.636,-15.062,3.6694,-3.8907,2.742,11.875,-14.014,6.0764,11.449,-4.2038,-13.889,-3.7472,-0.88377,-36.423,22.577
"100",93.151,52.26,23.434,-30.709,-15.56,3.8969,21.767,-23.536,-22.568,-16.557,-0.53235,4.4772,-17.224,-15.207,-11.723,19.481,-15.379,21.201,5.0615,4.5505,21.037,-4.491,19.17,13.37,6.2071,-15.577,-8.7882,-8.9848,-19.797,9.1193
"105",107.03,60.917,34.435,-22.406,-22.286,17.219,35.142,-14.619,-46.475,-14.045,2.277,15.332,-12.471,-6.3646,-0.35789,13.025,-6.5151,17.755,4.1738,3.1872,21.911,-7.8491,15.672,4.0529,4.4819,-14.23,-3.6375,4.0124,-16.625,6.9866
"112",108.69,54.161,37.377,-28.428,-4.0215,14.781,28.328,-6.1474,-25.139,-13.647,-1.4043,18.853,-14.467,-11.955,19.61,9.9481,-16.795,18.19,-13.858,12.529,18.836,11.782,16.763,26.904,4.1083,4.0761,-7.7107,-6.0195,-33.343,-14.361
"118",-189.93,-5.9609,10.007,25.563,-38.267,-22.227,-10.815,-30.717,9.8375,52.183,-9.8903,-16.312,10.86,-10.967,-3.9246,19.682,-24.028,20.213,-7.6516,26.823,16.086,-3.0567,24.873,-16.455,8.5327,-27.118,9.2603,-1.311,-0.80876,-5.4908
"130",16.788,-64.061,-6.2719,10.757,77.303,56.252,-5.4358,17.419,51.446,25.863,12.083,24.514,3.1124,-34.231,-17.509,-20.856,13.362,19.651,-16.651,22.39,19.032,-0.47543,21.086,9.422,16.009,-37.199,-18.212,-6.7501,15.115,18.416
"135",-1.1936,-46.75,-4.6956,65.578,39.859,58.839,-12.624,20.858,8.1633,-23.239,16.764,54.846,14.353,-67.655,-31.672,-9.4541,-12.923,21.679,-22.597,33.763,-4.1379,-13.095,34.699,2.5927,-24.762,-36.085,-26.661,14.314,-4.6622,18.557
"137",100.03,60.834,-2.3514,-36.235,-41.435,11.987,22.324,6.4326,-63.36,6.2567,24.797,18.302,7.7489,-6.9536,28.821,-3.4406,-17.808,23.14,-11.164,10.772,32.736,-14.074,17.34,4.8122,-8.5601,-13.241,-15.182,-5.2422,-12.06,5.8769
"143",100.37,41.823,16.004,-9.321,-36.981,17.306,18.449,6.7677,-71.677,28.426,11.301,23.469,-0.50298,-34.023,17.506,-2.5606,-7.0697,14.523,-16.922,23.494,33.663,-10.771,6.089,4.2126,-23.059,-23.196,-16.71,5.7913,-15.498,-0.50927
"144",86.275,59.185,2.2244,-10.333,-14.085,-17.04,7.689,-4.4212,-44.655,-6.4394,14.014,-4.4636,-15.94,-5.2976,-3.9685,14.694,-18.858,9.7375,1.8493,-16.969,7.3508,-24.474,5.5529,11.808,-18.87,-18.121,13.396,9.0397,14.165,22.954
"147",54.03,46.439,-18.707,-57.375,-52.161,35.287,3.9227,-19.105,-88.586,70.134,7.592,38.655,18.462,-43.136,1.7781,-31.879,8.4789,35.189,-2.8394,44.442,36.392,-11.595,41.782,6.8778,-4.0571,-22.941,-9.284,-11.846,-11.71,-9.983
"149",-241.96,61.131,26.362,7.4644,-24.874,-53.84,3.1737,21.445,-56.028,-26.684,17.68,7.184,63.226,-21.419,23.452,1.8851,29.838,-7.8231,30.786,-44.714,-11.757,-28.801,-8.2495,20.596,1.2512,-29.463,-53.676,-22.121,15.517,23.322
