"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"7",-145.1,24.002,22.524,6.8362,-29.468,-6.3114,-48.293,4.5148,31.164,35.167,36.684,35.951,-20.691,13.899,-5.4356,-8.4041,9.9628,-35.137,32.454,18.915,11.18,-17.932,9.7689,-0.79692,12.131,17.063,-5.4303,4.7175,-31.507,20.733
"17",-110.35,-58.283,-113.44,-19.73,-17.867,0.99559,36.47,-24.843,14.354,-0.83071,-32.69,13.131,-24.943,-4.592,48.05,17.464,3.2059,18.154,-18.648,15.052,-46.859,14.738,31.443,-50.453,-9.2622,41.978,13.832,-41.391,-33.915,-11.547
"19",-13.428,-116.81,88.601,-36.007,-57.521,-17.438,11.655,43.914,47.676,33.543,28.595,-11.883,-67.044,-11.21,15.433,-29.351,-28.559,10.778,-22.685,-0.28179,-5.579,17.284,31.861,0.69177,12.729,25.885,-16.387,-1.8251,-20.7,9.5107
"27",-162.81,12.628,-11.145,11.163,-65.608,-39.006,-24.488,-11.029,54.934,14.438,-1.696,43.65,-3.1775,-9.7433,27.409,-24.397,25.477,0.1247,-13.341,21.67,-27.466,17.003,33.372,-16.127,-7.8148,5.5685,0.38,-12.71,-25.41,5.8075
"29",-196.3,-1.986,16.385,-28.317,-90.807,1.2798,16.479,-1.5033,29.644,20.74,-2.8485,-20.618,28.582,5.9249,42.389,-20.271,11.618,-10.738,-2.6691,15.775,-5.1984,-15.045,10.499,-34.311,-2.9856,-27.397,-15.22,-24.522,2.4672,-9.6224
"32",-6.9954,-89.813,73.856,5.4368,-41.195,-39.503,-36.081,13.239,27.707,-11.844,-10.608,38.052,24.594,2.742,-0.89616,-16.744,10.567,-13.268,-13.869,9.79,-9.8128,10.473,-12.28,4.7309,-18.545,-13.347,10.98,-12.291,-23.198,-15.721
"38",11.605,-122.2,-4.6954,-12.997,-32.661,39.87,24.475,-47.307,22.177,6.1942,-11.728,16.001,-9.7334,6.6794,-16.038,-23.9,32.784,-33.308,-23.639,17.088,-7.0747,-25.973,55.153,0.94403,-9.2243,11.949,9.915,-35.158,-17.829,-4.6952
"42",-200.56,4.8658,18.364,-3.7399,-87.183,-41.465,6.863,0.57078,13.168,36.798,-3.5854,25.113,-1.0108,-16.018,26.503,-18.053,8.9999,-16.928,-4.0269,31.293,3.5041,14.135,-9.8124,-28.557,0.36376,-8.98,-26.709,-4.7181,-19.46,9.6985
"47",-185.88,-2.7278,42.425,-7.5394,-72.519,48.305,26.064,-18.773,40.895,36.659,-19.526,-30.626,11.545,11.862,39.095,-35.34,12.937,-22.301,-23.033,16.92,-10.494,-7.9268,5.2357,-12.082,-8.2306,-33.013,-2.396,-21.871,-0.33821,-2.9189
"49",-117.54,-106.98,-56.878,-38.415,64.694,-17.657,67.727,-68.869,5.7906,32.485,-0.91643,33.405,-68.902,17.392,16.723,-29.639,21.697,-33.987,-11.688,69.156,20.824,-8.9878,-7.9357,12.85,31.211,-3.6673,-26.001,-3.4924,-13.644,-8.9537
"60",-135.68,-124.64,-86.353,-53.226,-52.525,-20.515,118.67,50.033,4.9508,58.44,71.867,28.432,14.416,-79.728,76.417,24.323,-38.372,-21.687,13.26,-5.7493,-11.674,-5.9803,-1.3369,14.208,1.7327,-4.2115,23.968,-32.888,-21.145,3.7662
"62",-205.16,-14.377,-36.893,-27.006,-119.88,-30.051,4.375,16.63,53.167,24.453,-39.812,14.751,-10.802,35.545,50.502,-23.067,-1.1629,4.3262,-29.151,-5.0062,-12.357,15.547,5.4436,-34.38,-25.592,-31.422,-9.3663,10.357,7.2107,-17.406
"65",-186.44,-18.412,9.5283,6.6033,-73.582,13.816,10.914,-9.2182,3.9783,23.663,-4.5063,-15.396,30.434,-3.682,40.665,-38.068,28.551,-23.066,-2.425,24.85,-4.2832,-14.446,4.0902,3.4468,-2.3463,-2.1079,-1.6781,-2.5269,-10.501,-30.305
"71",-196.9,2.2472,-6.2133,-28.039,-124.82,-33.258,26.812,9.9969,45.224,30.708,-41.182,3.4062,-7.2235,25.716,48.824,-26.699,-6.566,-21.065,-20.704,-24.103,-25.368,33.978,7.3477,-26.598,-1.4349,-29.065,10.779,-2.0622,11.029,15.386
"73",-209.6,0.43121,-6.3435,-52.155,-84.321,-28.356,-12.329,13.402,73.387,36.546,-0.98051,15.4,18.007,5.3537,6.9889,-36.296,8.8607,-30.465,-14.381,2.7309,1.5054,-6.4141,-6.5893,-6.0609,-13.273,7.0763,-7.9335,-17.316,13.298,5.9061
"82",-202.17,-25.576,2.27,-51.668,-109.44,-28.379,-6.5787,-15.115,45.398,19.237,-23.925,8.4377,9.234,28.327,32.463,-24.65,-10.385,-10.541,-30.189,-6.8492,-7.5763,38.556,2.1416,-29.244,-18.334,-18.425,-5.6355,-9.8925,-1.1569,3.356
"83",-193.28,-91.248,-58.896,2.5077,69.651,-24.374,-26.6,-57.405,2.2476,-25.196,-42.831,0.01644,-51.757,25.321,30.68,-40.778,20.424,8.8879,-24.942,9.6739,-41.34,-11.674,-13.046,-43.608,-27.274,-5.8605,20.931,-25.543,-8.7712,15.663
"85",-26.73,-142.46,46.98,-58.888,-11.593,9.4632,11.761,-29.855,37.641,-6.8798,56.055,23.643,-50.404,38.932,-38.017,-39.875,-8.8938,-6.2267,-20.375,-15.417,-13.345,-12.291,2.5816,-14.834,1.8176,20.486,67.127,6.2308,-15.219,10.459
"87",10.291,-51.849,40.856,54.401,-36.753,8.0543,36.186,-22.84,41.842,-12.133,-7.5514,14.563,24.933,11.726,4.857,-17.194,-4.7049,-21.182,10.347,1.1896,-16.111,4.315,11.66,-9.755,-8.0072,-9.035,-20.87,-23.434,-14.107,-0.11184
"95",5.1248,-98.519,80.238,-2.8655,-77.142,-2.7505,57.911,10.963,32.477,16.034,5.6953,-11.161,-29.747,-29.506,13.149,-39.046,-35.64,22.919,-10.756,-27.792,-9.5808,-15.887,17.164,-13.761,-20.944,-6.5379,8.1414,6.9242,-6.2624,-40.967
"98",-41.122,-64.414,-77.584,-51.227,-48.677,-22.871,75.008,-2.6255,-22.496,43.903,36.065,-3.1838,-8.8046,-56.656,76.855,-43.025,-26.343,7.7253,12.447,21.461,-2.9818,17.377,38.357,8.2879,4.4384,16.709,24.235,-14.343,9.8258,-2.7169
"108",-59.436,-68.359,-63.615,-66.046,-27.098,-10.259,88.178,-8.1641,-25.14,59.264,38.937,7.45,-8.5354,-62.506,73.61,-17.923,-21.568,-6.0071,19.524,31.888,-7.6987,9.8136,17.214,7.9059,-10.143,-14.259,27.363,-10.777,-21.688,-3.9822
"119",-118.32,29.107,-13.113,38.046,-79.299,-53.174,23.188,6.9158,83.214,29.33,-6.7194,31.887,-9.8534,-36.007,36.975,-23.406,-13.741,-24.057,-55.212,12.178,-12.968,-26.198,7.6377,-15.708,-7.9778,28.117,-2.3324,-17.357,-0.13735,-9.3447
"122",-73.944,66.882,-42.003,0.7499,-25.905,-70.912,-25.304,14.453,55.759,29.738,-3.1379,62.353,-40.385,-17.084,-27.595,-21.748,-14.462,-9.36,-46.706,-6.6612,5.3246,-7.9336,0.17484,-28.019,-0.31847,-2.6772,11.794,-22.724,10.406,2.4604
"123",-2.1806,40.177,-61.545,-2.0306,-5.8034,17.385,31.424,-34.518,4.6407,5.251,-12.419,18.08,0.93727,9.5695,-75.517,-16.057,30.585,-67.431,-11.314,-30.988,-33.487,-10.526,56.069,6.2088,-31.17,-11.967,20.033,-15.61,-22.343,26.033
"124",-65.771,54.832,-41.827,-59.71,-19.502,-48.964,-8.859,2.7075,69.857,33.627,5.5423,44.104,-22.366,31.76,-30.647,-24.674,-25.194,-14.205,-20.085,-28.022,5.7465,-8.745,-11.388,-8.3139,-10.27,-8.4873,12.346,-25.793,1.9235,-2.5195
"127",-91.85,31.22,11.728,-2.8801,-52.814,-91.881,1.9191,12.549,27.925,32.765,-5.6979,29.125,24.777,-19.711,22.632,-46.226,-7.3179,-16.345,-33.341,-3.3429,-7.5612,9.8578,-2.9173,-25.901,8.1934,12.714,-16.052,-15.511,-8.0774,-8.5391
"139",9.9727,-74.273,72.833,-7.5926,-27.041,-32.276,-35.577,-39.663,89.406,25.065,-9.039,50.827,25.897,5.6047,11.763,-9.5076,7.1119,-14.511,-14.678,-38.856,-23.906,-4.0771,1.79,8.0745,-22.089,0.32357,9.1111,-3.2989,-29.919,-8.831
"152",-16.511,-99.083,-1.7554,-71.877,-14.397,123.59,-93.94,55.583,-0.83901,43.018,123.35,59.74,67.128,105.6,10.429,-157.09,58.011,-38.523,15.698,33.076,-79.7,-70.212,57.008,-63.376,-72.242,-5.664,11.386,-46.912,19.668,23.755
"153",-92.532,-121.95,-48.54,-152.77,54.623,-30.585,42.179,-61.442,-58.598,59.061,127.9,71.634,96.727,35.046,-18.23,-35.504,-149.66,-88.041,40.987,2.5115,93.332,-28.621,38.045,-81.086,-18.085,-17.148,-58.956,-20.149,-99.346,41.89
"162",-173.41,-66.058,-16.096,11.28,23.16,-64.781,111.62,33.313,18.434,12.977,-59.453,11.062,149.48,13.931,-28.705,-51.721,-13.628,-23.062,-118.99,133.42,-19.162,-17.175,-35.68,-21.249,8.6523,-18.613,-14.561,-41.374,-38.405,-22.457
"164",-183.28,-206.75,11.014,11.925,91.066,24.903,67.44,35.509,139.37,79.559,-8.5926,3.6683,-24.658,-9.473,-57.968,-0.67285,18.079,63.427,-23.45,26.607,-36.752,-32.323,15.802,-48.787,-1.2299,22.351,-11.585,27.289,12.36,-26.477
"166",-147.59,-127.17,81.36,157.7,-63.189,1.8925,4.8336,-68.685,9.5721,-5.4713,-6.4484,80.599,75.886,-19.499,-15.477,-44.706,-22.547,36.009,28.575,-58.107,-47.217,-0.31527,8.7684,-28.773,-44.017,-26.398,0.45885,4.8254,17.21,-0.99832
"171",46.868,-93.692,41.18,-107.75,13.328,116.94,-116.49,-3.2051,56.463,113.16,98.942,-8.8774,-8.2663,135.84,-5.1931,-68.378,41.999,-29.778,-73.695,94.492,-113.03,-25.79,70.681,-106.13,24.417,47.315,32.775,3.3931,52.213,-63.078
