"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"3",-12.369,-142.62,70.661,-33.898,-68.015,17.698,48.224,41.571,27.859,30.797,35.168,9.0693,-50.161,-47.487,2.9844,-29.048,-36.648,14.305,-10.289,-15.25,-21.921,-14.96,28.512,-40.684,11.197,17.415,-0.59803,9.4941,-12.817,-7.6075
"9",-27.222,-130.36,76.321,-35.474,-75.585,-6.0546,49.83,34.195,63.783,41.306,23.181,-18.946,-50.616,-18.706,11.555,-41.212,-43.446,5.7013,-27.999,-12.382,-16.91,-17.998,19.366,-30.107,13.86,24.805,-12.079,-8.7249,-16.261,-2.6947
"11",-217.28,-9.4244,-9.6468,-25.999,-64.669,-49.403,-20.947,-10.319,54.488,21.298,30.653,19.638,-14.91,58.798,27.849,-31.191,4.8087,-2.3808,25.448,-28.446,3.3323,-8.9653,24.517,-13.318,2.5517,7.2831,-16.942,-1.577,-8.8239,-7.5746
"13",-178.77,15.393,9.9648,-7.0616,-40.387,-25.499,-16.58,4.7849,51.299,22.35,32.334,28.874,-5.8839,10.463,17.416,-39.667,19.639,-6.3158,5.7644,20.611,4.2564,-4.396,25.836,-14.175,-3.3854,8.7208,-10.293,0.28173,-19.622,-5.7553
"18",-160.25,-84.567,-69.396,-17.557,46.692,-13.876,18.936,-61.039,-4.7748,-5.6881,-22.056,-10.457,-53.338,30.81,57.975,-25.962,15.707,-1.1656,-52.1,12.675,-25.977,2.5214,-0.17785,-32.084,1.3606,27.076,24.566,-31.986,-37.579,-11.058
"22",-174.58,1.2741,-16.146,-47.739,-57.074,-38.33,-11.986,-20.274,35.355,19.803,32.827,44.436,-18.292,23.62,2.1387,-19.955,0.88859,5.7794,14.385,-6.5804,5.0453,30.372,17.253,-14.408,-17.802,1.1414,-0.092257,-26.975,-10.115,9.0697
"24",-1.3936,-129.39,12.791,-40.431,-26.205,35.495,16.783,-53.938,13.819,9.2865,6.7364,5.2661,-38.481,21.732,-38.037,-23.794,4.2866,-10.797,-31.475,2.9536,-6.2958,-15.603,12.907,-19.064,1.9651,12.901,3.2869,-1.4518,-15.328,2.5728
"26",-179.04,-91.853,-61.875,-30.725,99.28,-16.533,23.971,-58.389,12.396,0.73726,-27.727,6.6186,-32.073,13.548,42.303,-12.298,18.365,3.3367,-36.027,-1.6139,-16.557,-6.2061,-27.516,-7.1415,-25.383,-15.175,-0.32206,-27.434,-27.045,-7.9763
"30",-141.63,1.2221,-1.8192,54.67,-71.366,-12.41,-3.7759,13.618,34.222,15.741,-10.084,17.348,-7.2153,-31.958,22.142,-19.412,19.269,-19.819,-10.53,29.978,6.1762,-15.467,0.74843,-34.212,2.5483,-9.4653,-24.082,-8.353,-23.305,-7.2024
"40",-183.08,-93.32,4.7034,52.771,137.38,-40.494,-16.148,-34.482,-4.892,11.986,-35.054,-13.848,-78.631,38.747,34.611,-65.101,12.127,6.9873,-23.179,13.637,-17.599,-26.853,11.384,-35.993,-40.641,16.247,12.934,-25.906,-0.44254,8.1179
"41",-180.12,-11.105,-30.989,-63.269,-41.021,-54.435,-26.021,-10.021,52.03,41.135,36.297,40.08,-12.5,48.821,13.518,-17.004,-29.197,-1.925,26.257,-16.565,30.885,15.367,17.03,-9.5318,2.1267,19.89,26.332,-49.365,-15.289,4.3767
"45",-194.7,3.8442,27.937,-24.359,-44.462,-8.3935,-18.175,-5.9913,32.436,28.24,11.77,1.6484,0.15802,29.078,34.332,-29.739,26.249,-23.691,3.2244,-1.954,-15.904,-4.1572,20.492,-15.284,-4.8307,-17.159,-15.213,7.2145,-10.211,3.4127
"48",-16.991,-102.41,91.166,-12.628,-37.736,-77.507,-44.593,33.028,92.781,2.626,-1.6391,22.973,47.665,14.087,8.8124,22.027,4.7831,-46.371,-36.16,15.634,5.2055,26.505,14.339,-25.926,4.1265,-12.762,3.1571,-30.308,-24.189,24.101
"50",-173.81,0.18567,-27.042,-62.22,-70.668,-44.881,-25.2,13.438,57.383,23.454,29.915,40.332,2.1123,32.204,2.2717,-7.6387,-3.2965,-9.6186,9.5101,-15.919,3.1217,36.856,36.274,-0.94325,6.3434,24.256,40.165,-50.701,-1.8719,15.054
"51",-10.116,-122.43,84.514,-4.507,-40.847,-43.231,-30.817,10.217,42.72,21.741,-10.46,30.569,-6.6561,-9.296,-7.0142,-47.167,-10.856,-18.144,3.8284,-6.5303,-6.7816,1.7204,23.736,-4.9552,-34.132,9.0379,7.3553,10.766,-12.514,5.7254
"52",-165.32,2.0318,-33.368,-16.658,-33.73,-63.031,-33.557,18.674,61.722,26.554,19.179,48.727,-14.431,-7.8304,-9.6023,-26.351,-8.2366,-11.217,-15.574,30.268,-4.1441,12.269,11.522,-4.1653,-15.124,25.098,13.634,-30.655,-7.9506,8.1652
"68",-190.27,-6.3168,-15.931,-40.02,-60.489,-31.124,-25.486,9.5448,45.306,26.297,-9.6364,29.163,2.5912,14.25,11.405,-35.161,-1.6483,-9.5873,0.20902,7.0438,-4.2088,43.211,21.947,-4.7578,-9.7332,-3.939,-0.46674,-11.989,-11.706,19.175
"70",-124.69,-92.784,-106.53,-23.116,38.579,-23.639,4.4978,-67.779,34.944,-2.9254,-42.379,26.03,-45.59,17.378,12.507,-7.8289,1.2534,19.715,-25.91,-13.52,-0.013874,10.809,-7.5295,-14.082,-16.742,17.185,-34.341,-24.959,-42.254,-5.1294
"76",-182.26,-9.1093,-28.269,-37.744,-54.965,-61.929,-36.763,-0.93362,31.697,40.418,5.5304,23.453,-11.869,37.897,12.642,-4.0059,-18.922,-15.568,12.845,-10.834,-5.0119,42.561,26.741,-13.289,3.0511,13.043,7.9579,-19.114,-1.8794,15.251
"81",-32.831,-133.45,43.305,-50.98,-7.8173,2.4174,9.2687,-20.332,24.064,-5.3492,54.29,36.893,-63.038,50.166,-55.163,-30.155,-32.463,8.4991,-1.6857,-25.034,-24.67,-11.267,-14.659,-26.988,5.4768,10.577,54.315,4.9643,-8.3225,-0.27303
"89",47.528,-68.2,55.464,-12.099,-55.036,-3.6959,15.463,-13.04,12.041,-10.307,-25.119,3.0869,1.7119,6.0314,25.267,-36.225,4.9439,-18.974,-6.2703,11.046,5.1886,-18.923,-10.228,-31.488,3.014,27.565,-0.25496,-38.249,-20.519,16.403
"91",23.564,-75.475,66.844,-4.6063,-47.58,-28.906,3.9804,15.105,12.54,-3.5095,-17.93,8.9118,-27.458,10.553,16.446,-41.349,-14.021,-0.50914,-4.2256,2.2705,9.2159,0.11337,10.445,-7.5114,8.0508,28.521,-11.429,-20.714,3.0832,20.241
"113",25.543,-104.43,54.361,-23.918,-73.532,10.181,48.028,6.8392,26.908,17.89,15.425,-14.209,-33.094,-17.119,11.87,-31.302,-35.04,14.72,2.5293,-20.26,-18.154,-8.1217,16.87,-16.301,-15.516,9.7501,8.6952,9.9014,-6.8755,-21.29
"115",-37.143,-6.6348,82.944,34.424,-21.15,-49.046,-6.9816,23.534,19.712,26.855,2.3873,-15.677,26.891,-7.8892,29.33,-58.85,-23.305,-23.839,-8.4627,3.8512,-14.455,9.1869,-21,-13.424,6.2135,21.626,-17.351,-0.069741,10.188,-10.023
"126",-92.177,63.588,17.767,36.349,-33.87,-12.061,-11.504,14.251,61.991,38.507,21.697,37.708,9.7394,-43.204,2.1034,-40.691,9.0342,-30.82,-57.721,36.148,-1.3943,-13.086,24.905,2.2621,-18.436,32.241,-1.0439,-23.206,-16.648,-9.3393
"132",-118.58,69.658,-3.3349,-40.8,-69.89,-37.374,17.347,16.982,61.828,38.252,9.022,28.051,-18.506,-8.736,-4.142,-33.034,-14.518,-36.093,-33.097,-20.409,-5.4047,-0.95428,-10.85,-4.3451,-7.2897,-0.73111,14.194,-4.9591,0.65312,19.198
"133",23.13,46.339,-70.051,0.66871,-25.283,11.366,29.229,-41.674,3.3029,6.2586,-15.333,18.727,0.17041,6.1265,-72.228,-17.691,16.669,-52.463,-2.6011,-38.92,-37.061,-14.271,46.712,-10.178,-36.605,1.8006,26.042,-22.232,-16.614,5.3192
"134",-108.34,64.046,-23.659,-34.688,-68.566,-57.243,3.1592,8.4996,64.682,42.88,10.41,24.454,-8.1524,7.4523,-1.2266,-37.872,-11.539,-30.826,-24.812,-11.997,5.2718,-10.915,4.7134,-12.643,-5.8117,11.276,2.5743,-10.258,12.319,5.386
"142",-16.018,55.452,34.53,42.206,-43.351,18.792,36.588,4.0922,17.179,12.257,-0.48118,32.371,-3.3973,-21.638,-21.649,-22.204,-15.427,-18.177,-18.915,36.431,-38.115,26.631,-11.327,-34.407,-45.327,5.0112,-22.382,-13.798,-23.705,17.052
"145",-173.41,-218.11,-15.039,-79.68,96.779,68.616,68.296,15.293,113.67,65.22,-43.694,-9.2278,-24.683,18.329,-50.019,20.859,78.737,42.111,25.189,5.1078,-17.28,-9.3057,-37.342,-14.73,7.6769,40.358,-44.186,60.524,34.639,-1.073
"148",-142.41,-60.015,8.313,65.943,-79.599,-143.11,143.69,-24.148,68.44,-8.5215,-94.521,40.466,156.62,22.377,-62.391,-101.77,-39.359,-11.177,-82.899,97.641,9.0519,10.993,-8.4511,-1.8295,-2.6458,39.342,50.53,-42.051,17.185,17.448
"156",-11.214,-150.28,-51.22,-3.1858,18.783,274.78,-0.57294,69.534,9.5905,35.487,77.456,-34.386,15.439,47.378,8.9182,-37.918,12.675,-73.578,7.3038,-17.135,-15.234,-0.71801,-69.268,-7.9654,-4.4006,-13.843,71.124,-36.608,0.65746,28.694
"158",-84.941,-107.6,-97.273,170.29,-8.4075,191.79,-107.3,61.19,114.97,39.917,-34.248,36.088,17.28,-11.55,73.533,5.1178,-66.103,-39.681,-49.792,-25.963,16.9,1.945,-12.123,-68.27,12.643,51.045,52.586,-5.0661,-65.01,19.828
"163",-79.646,-107.92,-86.076,113.45,-8.1613,216.32,-87.295,103.01,123.32,43.059,36.737,36.974,11.824,-41.838,5.2712,-42.418,-82.579,-51.873,-46.003,-33.569,42.309,21.809,39.909,-25.09,47.082,-30.878,9.6042,-7.9313,-8.4874,9.7553
"170",-89.42,-131.45,-19.025,-115.29,-64.707,-11.577,-22.588,25.358,35.659,41.877,127.74,72.52,0.19621,77.147,123.79,-141.06,13.869,-102.75,-47.757,29.342,-20.246,8.6287,14.745,-26.29,-91.249,26.732,-35.055,-6.471,6.2406,-0.91864
"172",42.952,-88.715,-137.69,42.881,-89.519,-132.06,-80.844,-62.16,130.96,23.912,2.5557,-196.85,-72.775,9.8378,-25.582,-24.018,-52.881,-103.27,48.534,50.306,-50.952,-12.777,4.4985,-35.098,-22.184,-9.2388,-63.761,-29.416,26.003,29.182
"177",55.51,-123.55,-124.57,85.715,-73.716,-118.02,-42.137,0.39751,199.97,-18.551,-32.135,-91.649,-78.035,49.268,-14.67,17.748,-50.102,-87.818,112.19,-1.3061,-18.712,-50.13,-12.182,-16.571,-1.3585,-43.38,-4.3709,-91.818,27.61,-111.63
"180",24.221,-90.535,-27.445,-3.0772,-94.42,-30.102,-74.628,-108.75,23.259,106.85,264.3,75.021,-9.2781,-33.959,14.898,-74.976,-2.6713,10.009,-37.678,7.6934,-89.08,0.77171,-45.49,-36.826,47.876,-33.11,35.64,-11.835,-27.281,-51.141
"183",26.621,-45.623,-79.805,76.79,-109.83,-98.24,-24.439,-3.2117,-36.496,184.94,-21.354,-145.08,8.2751,-26.749,-45.404,36.461,33.494,31.802,-53.347,5.234,83.671,-41.063,10.694,-41.638,-7.3995,63.545,59.234,40.531,-24.114,0.42366
"190",-233.53,-69.72,-49.198,-38.759,-20.77,-48.549,-104.14,54.452,-0.50027,-9.3095,41.262,17.115,12.998,5.1713,-21.863,13.568,-12.764,52.275,2.1418,-4.7786,-28.288,-6.9665,26.286,-18.361,-13.708,4.0286,-12.895,-55.82,-6.8903,-1.4266
"198",-115,-13.08,57.86,75.072,-78.257,24.469,28.014,-47.159,-15.595,-12.448,41.851,6.7405,-28.217,62.634,-55.892,-17.375,-27.09,-69.994,26.007,-7.3385,35.194,-22.383,17.866,-19.605,62.517,70.244,-64.419,-5.7302,-84.415,-27.918
"203",-160.51,-17.721,30.678,1.4951,-76.085,-17.239,-43.238,19.075,27.268,1.5153,17.586,21.897,-28.211,9.3558,-5.8577,-30.389,-2.6003,-8.2298,-13.587,-11.747,-6.9527,-28.243,-20.809,6.7721,-17.468,14.897,3.6794,6.2752,0.71154,-7.4861
"210",132.43,-79.747,-15.293,112.81,-36.338,-19.891,41.824,58.512,-33.346,206.04,-55.345,96.131,-70.156,107.18,43.862,-4.701,-29.035,-25.988,18.548,30.181,-103.3,-3.7084,1.8691,13.741,29.857,-52.206,-27.907,-14.619,-18.488,58.518
"211",68.972,-75.17,-100.14,18.614,-87.734,-94.164,-53.474,-31.428,101.81,74.92,-13.337,-183.48,-49.849,-10.926,14.288,2.6199,-47.306,-96.79,48.145,25.461,-27.857,-34.212,40.447,-39.691,-13.877,8.4011,-19.297,-20.561,-4.8872,6.0902
"214",-0.65184,5.7857,-55.047,101.99,31.791,42.507,-127.65,25.442,67.139,98.368,-120.51,17.718,-61.034,5.925,40.925,-83.643,-146.83,8.2514,66.01,71.584,-95.626,22.431,-9.1966,11.481,57.707,-4.8201,46.094,-10.562,-55.046,-16.95
"216",29.535,-91.687,-191.03,113.82,-82.269,-64.249,25.435,14.07,124.54,-70.236,94.811,-11.233,14.218,-5.2274,16.265,-71.164,47.998,37.085,-8.7471,-40.84,-10.589,44.078,26.302,-21.044,-8.7772,21.108,2.1011,3.7346,-46.093,40.275
"217",56.968,-108.87,-184.49,118.31,-65.021,-91.237,23.179,-7.0566,118.62,-129.16,100.14,-18.613,2.6286,19.143,15.964,-81.431,48.096,-26.265,-22.712,-25.921,-21.7,30.772,8.0705,1.2142,15.132,-9.2472,8.9587,26.876,-24.959,53.336
"221",53.152,-85.448,-188.78,121.04,-67.348,-48.471,8.9781,-22.645,119.83,-101.59,101.73,3.6313,0.018918,22.479,29.803,-41.14,9.9631,54.122,-6.0845,-34.879,-7.9432,-0.00057278,17.653,-20.357,1.6467,-1.8815,-14.875,-14.269,-25.951,6.9662
"225",-168.94,-146.53,-4.1188,-20.943,64.929,14.965,105.16,9.5604,173.41,79.141,-30.895,39.856,25.699,-10.265,-4.975,-3.802,22.262,25.398,-10.152,18.155,-30.282,34.099,27.49,-1.7729,23.399,32.459,-53.932,-40.013,-13.743,-14.556
"239",-184.5,-15.3,-2.2878,-23.658,-25.244,-47.644,-91.767,33.537,43.425,28.149,12.873,37.551,20.42,0.94501,-14.356,-19.403,23.641,4.3023,-2.7768,9.0933,-19.575,19.619,-3.6937,15.521,-15.067,8.1983,-0.48982,20.488,-18.446,0.0082331
"245",4.1012,-109.16,-5.1097,-48.768,-40.547,71.559,19.075,-55.524,-17.967,5.5488,-23.193,23.689,-77.871,7.6583,-61.921,-9.9748,35.665,-39.483,5.2515,25.026,8.2013,-13.744,8.1779,-4.7147,-0.46279,-3.8418,5.5628,29.523,-27.625,9.6116
