"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"5",-16.473,-131.12,79.231,-7.6962,-35.169,-40.918,-16.906,12.145,55.635,15.338,-10.055,19.148,-21.178,-5.3903,-4.8213,-42.374,-9.2983,-19.004,-30.028,-26.634,-9.819,4.4884,7.4687,1.8797,-23.32,11.344,-12.461,-8.1231,-24.773,1.1319
"6",-15.327,-136.34,74.44,-31.514,-77.549,7.3484,49.968,41.52,41.351,38.921,27.929,-8.5262,-40.627,-33.635,3.1421,-30.575,-45.293,27.272,-15.193,-36.113,-17.339,-12.725,27.861,-28.838,-0.35189,23.804,-1.9078,9.1332,-14.078,-23.284
"14",-193.37,5.694,7.936,-45.866,-110.15,-23.789,37.821,-15.047,54.449,32.006,-4.9072,8.9347,17.067,34.631,45.067,-12.301,2.1044,-32.815,-31.963,-12.325,-0.76825,18.561,12.657,-10.308,10.352,-28.601,4.9046,-4.1889,-4.2721,15.231
"15",-34.812,-127.75,74.04,-19.667,-67.083,-5.1285,49.88,28.314,65.681,29.154,33.055,-10.356,-22.438,-23.871,16.778,-7.3999,-44.898,13.125,-13.79,-12.707,-15.205,-16.194,9.0127,-31.587,4.9501,-4.9745,5.7168,-22.472,-20.194,-5.3869
"21",-24.349,-141.27,91.109,-26.746,-39.359,-55.003,-36.098,5.7265,74.962,39.559,13.076,35.364,-24.537,14.091,-5.472,-62.744,-10.433,-25.528,-19.588,-22.239,0.16087,9.2891,25.988,12.222,-32.364,10.332,-1.6046,3.198,-16.226,7.1124
"33",-137.3,-2.4067,-85.831,-45.573,-23.084,-27.218,-43.527,-4.415,23.654,38.32,5.6562,25.906,-13.169,13.02,-11.081,2.0499,-20.442,15.947,-12.045,30.373,19.56,-7.2825,22.137,-19.091,-7.571,4.6978,0.81019,-26.708,-9.0725,-5.9086
"37",-144.75,5.6357,-22.425,-10.788,-50.26,-76.839,-38.845,-14.289,30.647,17.371,28.585,52.552,-31.602,30.601,-9.6575,-8.1882,-8.0963,5.8104,14.211,15.481,4.7656,-4.8191,25.229,-24.573,0.80068,23.009,-8.5621,-17.559,3.9895,-1.6587
"53",-199.12,-16.632,-10.426,-40.719,-40.917,-52.777,-15.662,-2.8309,34.543,30.21,11.31,25.407,-3.1518,45.964,20.61,-21.757,-6.4721,-5.9777,19.984,-7.2389,1.7407,31.179,15.746,-18.257,-8.1881,0.37051,-0.71523,-5.7276,-15.768,17.417
"54",-14.297,-102.06,73.736,12.514,-59.125,-46.312,-14.236,-6.2812,48.864,5.6535,-19.284,19.362,30.462,4.37,1.4101,-22.331,-16.421,-24.212,-10.606,2.9669,2.6935,5.974,-2.2198,-40.386,-27.86,-14.234,13.994,-12.865,-37.733,-15.253
"57",-46.886,-130.45,89.125,13.818,-85.293,-21.137,50.774,39.783,37.992,18.32,-3.2937,-9.2594,8.4773,-24.107,3.2776,-50.431,-40.307,4.908,-10.142,-1.219,0.41996,-27.951,26.982,-33.313,2.205,26.148,-8.8214,-45.699,-7.5363,17.79
